,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
951,951,программист 1с (бп),Екатеринбург,80000.0,130000.0,Сима-ленд,2019-10-04T07:50:29+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: техническая и методическая поддержка бухгалтерских систем на базе 1С 8.3; доработка интеграции бухгалтерских систем с конфигурациями 1С 8.3; решение проблем пользователей, возникших при работе с системами 1С; анализ ошибок в учете и исправление их в программных продуктах 1С; анализ и решение проблем возникающих во время подготовки налоговой отчетности. Требования: опыт работы со встроенным языком 1С 8.х от 2 лет; опыт работы с управляемыми формами и системой компоновки данных; опыт работы с конфигурациями «Бухгалтерия 2.0», «Бухгалтерия 3.0» и «Управление торговлей 10.3»; знание основ бухгалтерского учета; знание принципа расчета налога на прибыль при ОСН и УСН; желателен опыт организации обменов данными через http-сервисы; исполнительность, системный подход к решению поставленных задач. Условия: заработная плата обсуждается индивидуально с подходящим кандидатом, рассмотрим высокие ожидания; отсутствие задержек по оплате труда; официальное трудоустройство; гибкое начало рабочего дня (выход с 7 до 11); помощь в переезде, предоставление жилья иногородним; скидка в гипермаркете; молодой, сплоченный, отзывчивый коллектив; электрогитара в департаменте ИТ и возможность обучения игры на ней; различные корпоративные мероприятия (флешмобы, концерты, спортивные соревнования, премьеры в театрах для сотрудников компании); компания является спонсором ФК Урал и ХК Автомобилист, поэтому у нас всегда есть пригласительные билеты на матчи этих команд."," опыт работы со встроенным языком 1С 8.х от 2 лет; опыт работы с управляемыми формами и системой компоновки данных; опыт работы с конфигурациями «Бухгалтерия 2.0», «Бухгалтерия 3.0» и «Управление торговлей 10.3»; знание основ бухгалтерского учета; знание принципа расчета налога на прибыль при ОСН и УСН; желателен опыт организации обменов данными через http-сервисы; исполнительность, системный подход к решению поставленных задач. "," техническая и методическая поддержка бухгалтерских систем на базе 1С 8.3; доработка интеграции бухгалтерских систем с конфигурациями 1С 8.3; решение проблем пользователей, возникших при работе с системами 1С; анализ ошибок в учете и исправление их в программных продуктах 1С; анализ и решение проблем возникающих во время подготовки налоговой отчетности. "," заработная плата обсуждается индивидуально с подходящим кандидатом, рассмотрим высокие ожидания; отсутствие задержек по оплате труда; официальное трудоустройство; гибкое начало рабочего дня (выход с 7 до 11); помощь в переезде, предоставление жилья иногородним; скидка в гипермаркете; молодой, сплоченный, отзывчивый коллектив; электрогитара в департаменте ИТ и возможность обучения игры на ней; различные корпоративные мероприятия (флешмобы, концерты, спортивные соревнования, премьеры в театрах для сотрудников компании); компания является спонсором ФК Урал и ХК Автомобилист, поэтому у нас всегда есть пригласительные билеты на матчи этих команд.",1C: Бухгалтерия|Разработка 1С|1С программирование|Бухгалтерская отчетность|Бухгалтерский учет
