,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
119,119,математик программист c++ в г. коломна московской области,Новосибирск,80000.0,120000.0,АСКОН,2019-10-14T22:56:41+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Наша вакансия для разработчиков С++, ценящих возможность использования математики в проектах, и желающих сменить Сибирский регион на Московскую Область. Будем рады найти единомышленников и готовы оказать помощь в переезде. Компания C3D Labs создаёт программные модули для разработки инженерного ПО, в частности, ядро геометрического моделирования C3D. Задачи: Разработка и сопровождение модулей твердотельного и поверхностного моделирования C3D Modeler, модуля геометрических ограничений C3D Solver. Участие в планировании развития продукта. Взаимодействие с заказчиками и партнерами, техническая поддержка. Наши пожелания к кандидату: Высшее техническое или физико-математическое образование. Знание мат. анализа, численных методов, аналитической и дифференциальной геометрии. Опыт написания программ с использованием численных методов, владение С++, опыт программирования численных методов на С++. Опыт работы с геометрическими ядрами и (или) API CAD-систем является преимуществом. Английский язык не ниже Pre-Intermediate (устный и письменный). Условия: Полная занятость в офисе C3D Labs в Коломне, Московская область. Компенсация переезда и частичная оплата аренды жилья. Стартовый оклад зависит от квалификации кандидата. Высокопрофессиональный коллектив. Сложные, интересные задачи. Соблюдение соц. гарантий, комфортные условия работы. Обучение английскому языку, профессиональные курсы и тренинги.",,," Полная занятость в офисе C3D Labs в Коломне, Московская область. Компенсация переезда и частичная оплата аренды жилья. Стартовый оклад зависит от квалификации кандидата. Высокопрофессиональный коллектив. Сложные, интересные задачи. Соблюдение соц. гарантий, комфортные условия работы. Обучение английскому языку, профессиональные курсы и тренинги.",C++|Математическое программирование
