,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
497,497,middle frontend разработчик (онлайн видео и фоторедакторы),Новосибирск,60000.0,120000.0,Movavi,2019-09-24T08:27:03+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает на международном рынке программы для любительской обработки мультимедиа. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде! Мы запускаем новые онлайн продукты для обработки мультимедиа ( онлайн видеоредактор и онлайн фоторедактор ) и формируем команду frontend-разработки под эти задачи. У тебя будет возможность развиваться не только в рамках уже существующего стека технологий, но и предлагать новые возможности, обсуждать их с командой и совместно реализовывать. Чем предстоит заниматься: разработка онлайн программ для обработки мультимедиа (видеоредактор, фоторедактор); разработка frontend-части CMS сайта; проведение ревью кода; внедрение новых технологий и подходов в разработке. В своей работе мы используем: React; JavaScript; JQuery; Gulp; HTML, CSS, SASS; Git, Gitlab; Jenkins. Мы ценим: самостоятельность, умение принимать решения и брать ответственность за них; нацеленность на результат; инициативу; стремление к саморазвитию; абстрактное мышление и творческий подход. Для успешного выполнения задач тебе потребуется: опыт работы на позиции frontend-разработчика от 1 года; знание любого frontend-фреймворка (React, Vue.js, Angular); знание JavaScript. Будет круто, если у тебя есть: базовые знания других языков программирования; опыт работы по методологии Agile. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом, наставничество; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; участие в конференциях различного уровня, онлайн и офлайн обучение, литература - за счет компании; внутренние митапы, обмен опытом и знаниями, мастер-классы; корпоративные занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; обучение детей в IT-школе Movavi; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя; офис в центре города или в Академгородке. Можешь кого-то порекомендовать? Отлично! Расскажи о нашей вакансии своему другу или знакомому. Отправь его резюме на почту (см. контактную информацию) с пометкой &quot;Внешняя рекомендация на вакансию Frontend-разработчик&quot; . Получи денежный бонус: - за рекомендацию специалиста уровня Middle - 50 000 рублей; - за рекомендацию специалиста уровня Senior - 70 000 рублей. Бонус будет доступен после прохождения твоим другом испытательного срока. Если ты не получил ответ на отклик в течение 3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,JavaScript|HTML|CSS|Работа в команде|Управление командой|Sass|Less|React|Vue|Angular
