,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
911,911,middle php разработчик,Екатеринбург,65000.0,90000.0,Spectrum,2019-10-21T10:21:17+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Spectrum – это компания, которая специализируется на автоматической обработке данных. Мы объединяем 4 федеральных сервиса по проверке: автомобилей (https://avtocod.ru), физических лиц (https://checkperson.ru), контрагентов (https://xfirm.ru) и объектов недвижимости (https://egrnreestr.ru). Нашими клиентами являются Яндекс, Mail group, АльфаСтрахование, Газпромнефть, ВСК, Кардиф, Согласие и многие другие. Наша компания активно растет, и мы будем рады единомышленникам, которые готовы к нам присоединиться :) Что мы любим и используем: Микро-сервисную архитектуру – мы не строим &quot;монолиты&quot;, которые сложно поддерживать; Очень любим unit тестирование; Используем docker как для разработки, так и запуска приложений в production; Всё что можно автоматизировать – автоматизируем! Основу нашего стека составляют: PHP 7.2; Laravel &gt;= 5.6; PostgreSQL, Redis; Для каждой конкретной задачи подбираем те инструменты, что лучше всего подходят для её решения. Если чего то не знаешь – покажем, расскажем и поможем разобраться. Ты сам сможешь выбрать ту часть проекта, что для тебя наиболее интересна, и будешь заниматься её развитием. Fullstack, backend или frontend – решение только за тобой! Было бы очень круто, если ты: Ранее работал с Laravel и знаешь как его готовить; Относишься к безопасности приложений на должном уровне; Готов предлагать идеи по оптимизации; Умеешь трезво оценивать сроки реализации задач; Понимаешь, что код пишется для людей, и принципы KISS и SOLID тебе знакомы; Считаешь что код без тестов автоматически превращается в легаси; Имеешь достойный уровень самоорганизации и дисциплины. Со своей стороны предлагаем: Официальное трудоустройство, белую заработную плату; Офис в центре города, гибкое начало рабочего дня; Пересмотр заработной платы по мере твоего роста как специалиста; Занятия английским языком за наш счёт; Оплату посещения конференций и профильных курсов; Современное &quot;железо&quot; и любые необходимые сервисы; Митапы и обучение в команде; Работу по agile-принципам; Unlimited coffee with cookies.",,,,PHP|Linux|Git|Laravel|ООП
