,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
204,204,web разработчик web developer,Новосибирск,,,Dankolab,2019-10-20T00:05:59+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Dankolab - компания разработчик мобильных приложений и игр. В связи с расширением компании ищем в свою команду web-разработчика. Обязанности: Верстка шаблонов; Создание веб сайтов, веб сервисов, backend сервисов; Требования: Хорошее знание PHP; Опыт работы с фреймворком (Laravel) - крайне приветствуется; Опыт работы с базами данных MySQL, Mongo, Redis; Умение верстать (HTML/CSS), иногда что-то написать на JS - большой плюс; Способность к обучению и желание работать. Желательно, но не обязательно: Знание Linux(Ubuntu), Docker (docker-compose), Git; Опыт написания API серверов; Опыт работы в команде; Работа в Dankolab - это: Работа в компании полного цикла; Рабочий день в рамках: 9:00 – 18:00; 10:00 – 19:00 или 11:00 – 20:00 на Ваш выбор; Интересные проекты‚ творческая атмосфера в коллективе; Уютный офис в центре города, где Вас ждут вкусный кофе/чай, снеки и другие плюшки; Стабильная заработная плата; Возможность карьерного и финансового роста.",," Верстка шаблонов; Создание веб сайтов, веб сервисов, backend сервисов; ",,MySQL|JavaScript|CSS|PHP|Mongo|Redis|HTML
