,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
702,702,программист консультант 1с упп,Новосибирск,,,Газпром нефть,2019-09-25T13:07:55+0300,От 3 до 6 лет,Полный день,Полная занятость,"Будем рады, если вы проголосуете за нас в разделе &quot;Энергетика, добыча и переработка сырья&quot; по ссылке: http://rating.hh.ru/poll/ В связи со значительным увеличением объема внедрения и развития продуктов 1С в группе компаний «Газпром нефть» требуется Программист 1С. Задачи: Разработка прикладных решений на платформе 1С Предприятие 8.3 Разработка технических заданий и инструкций для пользователей разработанных подсистем Сопровождение и поддержка системы 1С УПП, консультации и обучение пользователей. Пожелания: Высшее образование Опыт разработки программных решений на платформе 1С Предприятие 8.3. не менее 3 лет Опыт разработки конфигураций с нуля, опыт разработки с использованием управляемого интерфейса на платформе 1С Предприятия 8.3 Умение и опыт построения отчетов с нестандартным оформлением. Мы предлагаем: Работу в стабильной, динамично развивающейся компании Перспективу профессионального роста, возможность обучения ДМС, страхование жизни Уровень заработной платы обсуждаем по итогам собеседования.",,,,1С|1С программирование|ERP-системы на базе 1С
