,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1208,1208,cloud support installation it engineer,Самара,,,Netcracker Technology Corp.,2019-09-30T10:45:13+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Netcracker Technology Corp., a large software development company and one of the world’s most respected TOMS Solutions (Telecommunications Operations and Management Solutions) companies, has an opening for Cloud support/ installation IT engineer. Duties: Perform day-to-day Openshift clouds Support – react on monitoring events, prevent possible problems Troubleshoot and repair infrastructure (OS, cloud, data bases) in case of outages Install software updates – Openshift, Data Base distributives Perform cloud configuration- load balancing, network structure Perform backup and restore operations Rollout Openshift cloud instances (including in customer premises) Required Skills: Advanced Linux administration (RedHat stack is desired) Network administration Virtualization (KVM) Docker (images creation , delivery, optimization) Ansible Highly desired skills: Openshift/Kubernetes administration Openstack knowledge on user/tenant administrator level LVM / storage virtualization Basic Python knowledge Jenkins administration HAproxy configuration Optional skills: Openstack administration OpenVSwitch configuration/administration Monitoring configuration (Zabbix, Grafana) We offer: Opportunities for career development; Opportunities to make business trips (Europe, Canada, USA, Australia, etc); Professional growth in the international business environment; Medical insurance for employees; Friendly atmosphere, sports activities and corporate events; Salary will be discussed individually with the successful candidate.",,,,
