,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
460,460,программист 1с (резерв),Краснодар,,60000.0,Ключавто,2019-10-18T10:08:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Программирование в 1С 8.3 по ТЗ Требования: Профильное образование; Опыт работы в аналогичном направлении от 6 мес. будет преимуществом; Владение 1C:Предприятие 8.3; Знание основ бухгалтерского и управленческого учета; Профессионализм, умение работать в команде, ответственность. Мы предлагаем: Престижную работу в одном из крупнейших автохолдингов России; Официальное трудоустройство по ТК РФ; Официальную «белую» зарплату; Уникальную возможность построить карьеру, а также регулярно проходить обучение внутри Компании; Льготные условия на приобретение, обслуживание личного автомобиля, а также всю продукцию и услуги Компании; Корпоративные скидки от партнёров Компании; Наличие корпоративного транспорта (вахта от ближайшей остановки общественного транспорта до места работы); График работы: с 9-18, 5/2; Место работы: р-н ТРЦ &quot;Красная площадь&quot;.",, Программирование в 1С 8.3 по ТЗ ,,
