,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
886,886,qa engineer (тестировщик),Екатеринбург,35000.0,75000.0,Авгуро Технолоджис,2019-10-15T14:01:58+0300,Нет опыта,Полный день,Полная занятость,"«Джино» — один из лидеров рынка хостинга в России, многие годы стабильно входящий в ТОП-5 крупнейших провайдеров (по числу поддерживаемых доменов .ru). Компания уже более 17 лет удерживает ведущие позиции, благодаря собственным разработкам, нестандартным решениям и неустанной заботе о пользователях. Ежедневно мы вносим улучшения в работу традиционных сервисов и работаем над созданием новых продуктов. В их числе: виртуальный хостинг и собственная контрольная панель, регистрация доменов, хостинг сайтов на CMS и виртуальные выделенные серверы, конструктор сайтов и облачное хранилище, а также программа лояльности для клиентов. Сфера деятельности «Джино» весьма обширна, но мы не стоим на месте и постоянно развиваемся, стараясь становиться всё лучше и лучше. Именно поэтому в команду мы ищем людей, близких по духу: с большой самоотдачей, не желающих идти по проторенной тропе и всегда готовых привнести что-то новое. Основной контингент коллектива — сотрудники с большим стажем и многолетним опытом работы в компании. Со своей стороны мы предлагаем длительное сотрудничество и рассчитываем на вашу готовность быть в рядах наших специалистов не один год. «Джино» находится в поисках инициативного и талантливого тестера для наших веб-сервисов Если вас увлекают интересные, нетривиальные задачи и проекты, и вы хотели бы участвовать в развитии наших систем, поиску ошибок совершенствовании веб-интерфейсов и внутренней архитектуры, у нас есть что вам предложить. Мы всегда горячо приветствуем идеи, созвучные нашей основной цели: сделать клиентские сервисы удобными, современными и качественными. Поэтому мы ожидаем, что нужный нам специалист будет предлагать такие идеи и иметь представление не только о том, как их воплотить, но и о том, как сделать это наилучшим образом. Требования: Знание теории тестирования и автоматизации тестирования, Желание учиться и повышать свою квалификацию. Будет плюсом: Базовые знания linux-систем, Базовые знания SQL, и различных ORM: SQLAlchemy, Django ORM, Базовые знания Python и Django. Обязанности: Подготовка сценариев для функционального тестирования. На основе составленных тестовых сценариев, проведение функционального тестирования ПО Документирование результатов тестирования в протоколах, оформление найденных дефектов в bug-tracking системах. Доработка тестовых сценариев/наборов тест-кейсов для более полного тестирования ПО. Организация интеграционного тестирования, консультирование подразделений компании по вопросам, связанным с результатами тестирования. Аудит технической документации с целью обеспечения её полноты и актуальности, актуализация программной документации. Ручное тестирование распределенных веб-приложений. Условия: современный офис и рабочее пространство в центре Екатеринбурга, высокий уровень заработной платы (обсуждается индивидуально в зависимости от квалификации. Мы всегда учитываем ваши ожидания.), дружный и профессиональный коллектив с большим опытом работы, приятная система бонусов. Если вы уверено справляетесь с поставленными задачами, у вас всегда будут дополнительные денежные бонусы. Присоединяйтесь к тем, кто любит свое дело и движется только вперед!"," Знание теории тестирования и автоматизации тестирования, Желание учиться и повышать свою квалификацию. Будет плюсом: Базовые знания linux-систем, Базовые знания SQL, и различных ORM: SQLAlchemy, Django ORM, Базовые знания Python и Django. Обязанности: Подготовка сценариев для функционального тестирования. На основе составленных тестовых сценариев, проведение функционального тестирования ПО Документирование результатов тестирования в протоколах, оформление найденных дефектов в bug-tracking системах. Доработка тестовых сценариев/наборов тест-кейсов для более полного тестирования ПО. Организация интеграционного тестирования, консультирование подразделений компании по вопросам, связанным с результатами тестирования. Аудит технической документации с целью обеспечения её полноты и актуальности, актуализация программной документации. Ручное тестирование распределенных веб-приложений. ",," современный офис и рабочее пространство в центре Екатеринбурга, высокий уровень заработной платы (обсуждается индивидуально в зависимости от квалификации. Мы всегда учитываем ваши ожидания.), дружный и профессиональный коллектив с большим опытом работы, приятная система бонусов. Если вы уверено справляетесь с поставленными задачами, у вас всегда будут дополнительные денежные бонусы. Присоединяйтесь к тем, кто любит свое дело и движется только вперед!",CSS|Git|Linux|JavaScript|Django Framework|HTML|Node.js|jQuery|Ajax|CSS3|SQL|Python|Тестирование|Тестирование пользовательского интерфейса|Модульное тестирование|Нагрузочное тестирование
