,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
769,769,инженер программист старший инженер программист,Новосибирск,,,Навигационные системы,2019-10-15T08:35:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"NAVITEL - производитель портативных автонавигаторов и видеорегистраторов, разработчик навигационного программного обеспечения, картографических онлайн-сервисов. На протяжении 13 лет мы помогаем в путешествиях более 40 миллионам пользователей. За прошедший год мы выпустили новый класс устройств на Embedded Linux АRМ, и хотим иметь возможность перевода на эту платформу WinCE устройств. Сейчас мы в поисках Инженера-программиста, который будет заниматься поддержкой и написанием драйверов для различных модулей данных устройств (GPS, Memory, SD, Bluetooth, WiFi, Touchscreen и тп). Требования: Уверенные теоретические и практические знания С/С++; Знание билд-систем для работы с U-Boot и Linux kernel; Знакомство с ARM ассемблером; Технический английский (чтение документации, написание комментариев к коду); Успешный опыт работы в команде. Будет преимуществом: Опыт написания драйверов для Android устройств; Понимание принципов ООП; Понимание принципов многопоточной и асинхронной работы; Знание git, cmake, bash. Мы заботимся о наших сотрудниках‚ предлагая им: Возможность для развития в команде профессионалов; Официальное трудоустройство, полный соц. пакет (оплачиваемый больничный, отпуск); Комфортное рабочее место в новом офисе Наукограда Кольцово, большая парковка, прямой общ. транспорт из Академгородка и от м. Речной вокзал; Гибкий график работы, пятидневная рабочая неделя; Полностью оборудованная кухня в офисе, чай и кофе, комфортная комната отдыха; Насыщенная корпоративная жизнь. Присылайте Ваше резюме или ссылку на профиль в соц.сетях, будем рады обсудить детали.",,,,
