,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
626,626,backend разработчик (fullstack разработчик),Челябинск,,,"Румяный каравай, пекарня",2019-10-04T14:13:28+0300,Нет опыта,Полный день,Полная занятость,"Пекарни Румяный Каравай - динамично развивающаяся организация, основным направлением которой является открытие и развитие сети пекарен по Уральскому Федеральному округу. Приоритетом является не только собственное развитие, но и развитие сотрудников организации. Чем предстоит заниматься? Разрабатывать новый проект «с нуля»: систему внутреннего учета различных операций, которые на данный момент ведутся в Excel. Обмен данными с мобильным приложением, 1С и, возможно, Iiko (через json, csv). Вы можете использовать любые современные технологии для решения задач, никто вас ограничивать не будет (сейчас есть минимальный прототип на Ruby on Rails) От Вас ожидаем опыт в следующих областях: - самостоятельной реализации проектов; - разработки через тестирование; - работы с git или svn. - понимание базовых принципов ООП и структур данных; - минимальный опыт front-end разработки; - умение писать понятный и качественный код; - умение работать в команде; Плюсы работы у нас и перспективы: Мы растем и постоянно развиваемся и Вы будете развиваться вместе с нами. Проект – который может вырасти в очень большое &quot;ядро&quot; учета, а следовательно и Вы становитесь ведущим разработчиком! Условия работы: График работы 5/2 (стандартная пятидневка); Время начало / окончания рабочего дня готовы обсудить; Достойный уровень заработной платы (обговаривается по итогам собеседования); Официальное трудоустройство; Своевременная оплата труда; Комфортный офис, адрес: Ворошилова, ОЦ &quot;Зенит&quot;; Работа в крупной и стабильной компании.",,,,Git|Аналитическое мышление|ООП|Стратегическое мышление|Business Planning
