,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
517,517,инженер проектировщик асутп,Челябинск,,,Челябинский завод мобильных энергоустановок и конструкций,2019-10-17T07:20:35+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ООО &quot;Челябинский завод мобильных электроустановок и конструкций&quot; - с 2008 года, мы являемся производителями блочно-модульного оборудования для нефтегазового сектора, а также промышленных предприятий России и стран СНГ. Нашими ключевыми заказчиками являются: &quot;Газпром&quot;, Лукойл&quot;, &quot;Башнефть&quot;, &quot;РЖД&quot; . Обязанности: разработка рабочей документации АСУТП; разработка программного обеспечения для ПЛК; авторский надзор за изготовлением шкафов управления; наладка и проектировка прикладного ПО; пусконаладочные работы на объекте и сдача объекта заказчику. Требования: высшее или среднее профессиональное образование; знание нормативно-технической документации; мобильность, стремление к работе, предполагающей поездки, командировки Условия: Официальное трудоустройство по ТК РФ; Полностью белая зарплата выплачивается стабильно и вовремя 2 раза в месяц; График работы: с 08:30 до 17:30 (сб.,вс - выходной); Обучение, наставничество, тренинги; Оплата корпоративной сотовой связи; Командировки по РФ и СНГ; Полностью оборудованное рабочее место (Металлургический район ул. Хлебозаводская); Дружный коллектив; Интересные корпоративные мероприятия; Если Вас заинтересовала данная вакансия, то оставляйте отклик и напишите слово &quot;ЧЗМЭК&quot; в сопроводительном письме к вакансии и наши менеджеры свяжутся с Вами в течение 2-х рабочих дней."," высшее или среднее профессиональное образование; знание нормативно-технической документации; мобильность, стремление к работе, предполагающей поездки, командировки ", разработка рабочей документации АСУТП; разработка программного обеспечения для ПЛК; авторский надзор за изготовлением шкафов управления; наладка и проектировка прикладного ПО; пусконаладочные работы на объекте и сдача объекта заказчику. ," Официальное трудоустройство по ТК РФ; Полностью белая зарплата выплачивается стабильно и вовремя 2 раза в месяц; График работы: с 08:30 до 17:30 (сб.,вс - выходной); Обучение, наставничество, тренинги; Оплата корпоративной сотовой связи; Командировки по РФ и СНГ; Полностью оборудованное рабочее место (Металлургический район ул. Хлебозаводская); Дружный коллектив; Интересные корпоративные мероприятия; Если Вас заинтересовала данная вакансия, то оставляйте отклик и напишите слово &quot;ЧЗМЭК&quot; в сопроводительном письме к вакансии и наши менеджеры свяжутся с Вами в течение 2-х рабочих дней.",
