,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
106,106,программист software developer unity c#,Новосибирск,,,ГЕЙМФЕРСТ,2019-09-18T11:10:56+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы - Новосибирская студия мобильных игр GameFirst, три года как мы стремимся объединять целеустремленных людей с настойчивым желанием ворваться в лучшую индустрию мира и оставить свой след в ее истории. За первый год существования мы выпустили 4 игры, которые загрузили на Google Play более 10 миллионов человек. Сегодня мы работаем над долгосрочным и по-настоящему крутым проектом. Сейчас мы в поисках Программиста C# на Unity в нашу команду (30+ человек) Задачи: Разработка игр на Unity; Интеграция сторонних SDK. Требования: Отличные практические знания Unity; Знание языка C#; Опыт разработки на Unity не менее 2 лет; Опыт работы с GIT; Опыт отладки и оптимизации приложений. Плюсом будет: Опыт совместной разработки, мержей проектов; Понимание работы шейдеров, опыт их разработки. Условия: Развитие в сфере IT; Высокий уровень оплаты труда; Крутые специалисты, располагающая рабочая среда; Поощрение развития внутри Компании; Оплата отпусков и больничных; Гибкий график работы, 5-ти дневная полная рабочая неделя; Полный цикл разработки от идеи до релиза; Интересные проекты; Современный офис в БЦ “СитиЦентр” (площадь Ленина); Кофе, фрукты, сладости; Помощь в переезде для иногородних"," Отличные практические знания Unity; Знание языка C#; Опыт разработки на Unity не менее 2 лет; Опыт работы с GIT; Опыт отладки и оптимизации приложений. Плюсом будет: Опыт совместной разработки, мержей проектов; Понимание работы шейдеров, опыт их разработки. ",," Развитие в сфере IT; Высокий уровень оплаты труда; Крутые специалисты, располагающая рабочая среда; Поощрение развития внутри Компании; Оплата отпусков и больничных; Гибкий график работы, 5-ти дневная полная рабочая неделя; Полный цикл разработки от идеи до релиза; Интересные проекты; Современный офис в БЦ “СитиЦентр” (площадь Ленина); Кофе, фрукты, сладости; Помощь в переезде для иногородних",Git|C#|C++|Unity|Google Docs
