,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
779,779,senior devops engineer (teamcity),Новосибирск,,,JetBrains,2019-10-07T11:01:32+0300,От 3 до 6 лет,Полный день,Полная занятость,"В IT департаменте компании JetBrains сейчас открыта вакансия DevOps Engineer (TeamCity). Основные обязанности: Участие в создании и поддержка системы управления имиджами для облачных и обычных агентов TeamCity. Поддержание фермы агентов (&gt;300 шт) TeamCity в работоспособном состоянии, обновление агентов и их имиджей. Автоматизация развертывания и обновления инфраструктуры для сервера TeamCity используемого внутри JetBrains. Cоздание инфраструктуры и организация повторяемого процесса для легкого расширения вышеупомянутых процедур автоматизации. Составление документации. Разработка вспомогательных IT сервисов. Сопровождение текущей инфраструктуры проектов. Решение задач по успешному развертыванию приложений, начиная с тестов, заканчивая продакшеном. Постоянное взаимодействие с командами проектов для обеспечения работоспособности высоконагруженных сервисов 24х7. Неотложное решение проблем, связанных с работой сервисов. Разработка новых сценариев развертывания сервисов. Требования : Опыт работы в аналогичной сфере от 2х лет. Отличное знание ОС Linux и Windows. Опыт работы с серверами приложений (Tomcat, Jetty и т.п.). Знания систем управления конфигурацией инфраструктуры (Ansible, Puppet, Chef). Опыт работы с cloud-провайдерами (Amazon, Azure). Знание систем контроля версий (Git). Работа с системами мониторинга и нотификаций. Умение писать на скриптовых языках (Python, Shell). Опыт работы с веб-серверами (Nginx, HAProxy). Существенными плюсами будут: Опыт работы с Java приложениями со стороны администратора. Понимание принципов отказоустойчивости и масштабирования приложений.",,,,
