,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
36,36,программист с++,Новосибирск,52000.0,75000.0,Тензор,2019-10-03T16:48:02+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. Систему СБИС придумали, создали и постоянно совершенствуют более 1000 разработчиков в 10 филиалах по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшена”. Присоединившись к нашей команде, у вас будет возможность усовершенствовать систему СБИС. Результатом вашей работы будут пользоваться более миллиона людей – на компьютерах, планшетах и смартфонах. Мы ждем от Вас: высшее техническое образование; базовые знания С++ и алгоритмов. Мы предлагаем: заработную плату в зависимости от квалификации и уровня ответственности; премии от 5 до 20% по итогам работы за месяц; корпоративное обучение; ДМС после года работы в компании; корпоративные праздники и различные совместные мероприятия, спортивные программы.",,,,C++
865,865,программист с++,Новосибирск,60000.0,110000.0,СибСенсор,2019-09-25T23:57:09+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В приборостроительную компанию требуется программист С++, для участия в проекте по разработке распределённой системы термометрии на основе волоконной оптики. Обязанности : Разработка графических интерфейсов для визуализации данных и настройки приборов; Разработка и реализация алгоритмов обработки данных; Разработка приложений для проведения испытаний приборов; Участие в исследованиях и экспериментах. Требования : С/С++; STL, multithreading; Git; Опыт работы c библиотекой Qt; Владение английским языком на уровне чтения технической документации; Умение работать в команде, предлагать, обсуждать, аргументировать. Будет плюсом: Знание скриптового языка, на пример Python, bash; Опыт работы с промышленными протоколами. Условия: Официальное трудоустройство, (официальная заработная плата); Испытательный срок - 2 месяца; Уровень компенсации обсуждается с успешным кандидатом на собеседовании; Возможны командировки; Полный рабочий день; Полная занятость; Корпоративный английский.",,," Официальное трудоустройство, (официальная заработная плата); Испытательный срок - 2 месяца; Уровень компенсации обсуждается с успешным кандидатом на собеседовании; Возможны командировки; Полный рабочий день; Полная занятость; Корпоративный английский.",C/C++|Git|Qt|STL
361,361,программист с++,Новосибирск,,,Бизнес Финанс Групп,2019-10-12T10:08:30+0300,Нет опыта,Полный день,Полная занятость,"Задачи: Разработка новой функциональности по техническому заданию и проектной документации Развитие и поддержка существующей функциональности, рефакторинг кода Работа в команде с самостоятельным решением задач в своей зоне ответственности. Требования: Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях: знание ЯП С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; умение писать SQL-запросы; владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно, конструктивно вести разговор, работать в команде. Умение работать с технической документацией. Условия: Надежная стабильная компания - лидер рынка банковской автоматизации График работы: 5/2, полный рабочий день, гибкое время начала рабочего дня (с 8 до 11) Оформление в соответствии с ТК РФ Заработная плата официальная: оклад и достойные премии по результатам работы Добровольное медицинское страхование Корпоративное обучение Рассматриваем в тч студентов последних курсов обучения технических вузов и начинающих специалистов с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ."," Высшее (техническое в сфере ИТ) образование; Наличие знаний и навыков в следующих областях: знание ЯП С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; умение писать SQL-запросы; владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно, конструктивно вести разговор, работать в команде. Умение работать с технической документацией. ",," Надежная стабильная компания - лидер рынка банковской автоматизации График работы: 5/2, полный рабочий день, гибкое время начала рабочего дня (с 8 до 11) Оформление в соответствии с ТК РФ Заработная плата официальная: оклад и достойные премии по результатам работы Добровольное медицинское страхование Корпоративное обучение Рассматриваем в тч студентов последних курсов обучения технических вузов и начинающих специалистов с небольшим опытом работы, с достаточным уровнем знаний для разработки систем автоматизации отчетности, с высокой степенью мотивации. Предусмотрено тестирование, определяющее общий уровень знаний кандидата в ИТ.",
673,673,программист с++,Новосибирск,,,ARQA Technologies,2019-10-14T12:39:30+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"ARQA Technologies - разработчик сложных программных решений для финансового сектора (банков, инвестиционных и управляющих компаний). Наши продукты QUIK и QORT используются более 300 клиентами в России и западных странах. Головной офис компании находится в тихом центре Новосибирска, в шаговой доступности от транспортной развязки. Города присутствия – Москва, Лондон. На данный момент, в компании работает более 200 человек. В зависимости от Ваших навыков и опыта мы будем рады предложить участие в решении разнообразных задач – от системного программирования, разработки бизнес-логики до реализации многофункционального пользовательского интерфейса. Мы ожидаем: Законченное высшее образование. Качественное знание и понимание базовых алгоритмов computer science. Опыт и хорошие знания C++, MS VS, WinApi. Навыки отладки и оптимизации ПО. Умение разбираться и работать с чужим кодом. Навыки командной работы. Будет плюсом: Знание MS SQL или другой СУБД. Мы предлагаем: Официальное трудоустройство и соблюдение законодательства о труде. Ежегодные отпуска 31 календарный день, больничные и т.д. ДМС, частичную компенсацию занятий спортом. Уютный офис в тихом центре. Насыщенную корпоративную жизнь в коллективе единомышленников. Гибкий график работы. Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья.",,,,C++|MS Visual Studio
733,733,программист с++,Новосибирск,,,Дата Ист,2019-10-13T05:08:19+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы реализуем высокотехнологичные проекты в сфере геоинформационных систем - от мобильных картографических приложений до систем управления геоданными на корпоративном уровне. Программные продукты, информационные системы и решения нашей компании применяются в управлении территориями и природными ресурсами, геологии и геофизике, добыче нефти и газа, управлении городским хозяйством, земельном кадастре, транспортной логистике, в сельском и лесном хозяйстве и многих других сферах деятельности. Business Analyst Pro - расширение для платформы ArcGIS Pro американской компании Esri – основоположника и мирового лидера рынка геоинформационных систем. Business Analyst Pro служит для проведения сложных геомаркетинговых исследований, расчета пути следования, поиска оптимального расположения новых магазинов и складов. Продукты семейства Business Analyst используют в работе такие крупные компании, как Nike, Walmart, Kaiser и Dyson. Требования к кандидатам знание C++ ; знание и понимание ООП; английский язык на уровне чтения технической документации (intermediate); умение работать в команде, умение работать с чужим кодом. Дополнительно приветствуется знание C#, WPF; умение работать с системой контроля версий (Git); свободное владение английским языком. Чем надо будет заниматься разрабатывать расширение для ArcGIS Pro на C++, писать автоматические тесты Мы предлагаем оформление в соответствии с ТК, полностью официальная заработная плата, отпуск 4 недели в год в удобное время; бесплатная медицинская страховка, которая включает ведущие клиники Новосибирска: ЦНМТ, Академмедикал, Медицинский центр им. Е.Н. Мешалкина, НИИТО, Дентал Сервис; компенсация стоимости занятий в бассейне; 8-часовой рабочий день с гибким началом рабочего дня (до 10:00), испытательный срок 1 месяц; мощное железо: Intel Core i7, SSD, 16GB RAM; современный софт: в работе используем Visual Studio 2015, GIT для хранения исходного кода, YouTrack для баг-трекинга и билд-сервер с TeamCity для автоматической сборки исходного кода, ОС и office пакеты последней линейки; уютный и просторный офис, ароматный кофе и многое-многое другое. Как мы разрабатываем Business Analyst Pro Над проектом работает распределённая команда разработчиков и инженеров, часть которой находится в Новосибирске, а часть в городе Редландс, США. Поэтому важную роль играет тесное командное взаимодействие. Для ежедневного общения с зарубежными коллегами мы используем e-mail и Slack, а для детального обсуждения сложных задач дважды в неделю проводим митинги по Skype/Lync. Мы разрабатываем и тестируем инструменты геообработки для ArcGIS Pro, пользовательский интерфейс для визуализации данных и интерактивного анализа. Так как мы разрабатываем расширение для ArcGIS Pro, важно учитывать особенности дизайна и работы основного приложения. Для управления проектом мы используем Scrum, а сам проект размещён на платформе GitHub. Бизнес-логика реализована на С++, а удобный функциональный интерфейс - на C#. В продукте применяются технологии WPF, COM, ArcObjects, ArcGIS Pro SDK и ArcGIS REST API.",,,,C++|ООП|Git|Английский язык
