,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
122,122,senior android разработчик (pdf сканер),Новосибирск,,,Movavi,2019-10-04T14:47:18+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture, Movavi Clips - одни из самых популярных продуктов в мире, ими пользуются в 200 странах мира и помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа! Чем предстоит заниматься: разрабатывать мобильное приложение &quot;PDF-сканер&quot;; изучать и внедрять новые, современные технологии; проводить code-review. Для успешного выполнения задач тебе потребуется: опыт программирования на Java/Kotlin от 3-х лет; опыт разработки Android-приложений от 3-х лет; знание Android API 4.3 и выше. Будет круто, если: ты имеешь опыт применения Unit-тестирования, SOLID, CI; знаешь Dagger 2, RxJava, Architecture Components; используешь в работе MVP, MVVM, Clean Architecture; у тебя есть опыт работы с Git; у тебя есть опыт работы в командах, желательно Scrum/Agile. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. А еще мы всегда рады внешним рекомендациям! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту ( см.контактную информацию ) с пометкой &quot; Внешняя рекомендация на позицию Android разработчика &quot; и получи бонус : 50 000р. за рекомендацию Middle- и 70 000р. за Senior-разработчика, после прохождения им испытательного срока. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,Android|Java|Kotlin
