,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
196,196,data scientist (голосовые технологии),Новосибирск,,,Тинькофф,2019-10-08T12:48:21+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы в Tinkoff.ru занимаемся сервисами распознавания и синтеза речи. Наши модели лежат в основе голосового ассистента “Олега” и голосовых роботов, которые оптимизируют работу нашего колл-центра. Помимо этого мы планируем предоставлять наши сервисы внешним клиентам. Уже сегодня через нас распознаётся около миллиона звонков в сутки. Для расширения функционала и улучшения качества мы ищем опытных Data Scientist&#39;ов, способных самостоятельно выполнять полный цикл работ, начиная со сбора и подготовки данных и заканчивая выводом моделей в продакшн. Наш стек: DL Frameworks: TensorFlow, PyTorch, Horovod; Автоматизация процессов: TeamCity, K8S, Slurm; Hardware: кластер из Nvidia Tesla V100 для распределённого обучения. Тебе предстоит: Развивать архитектуру и алгоритмы обработки для акустической и языковой моделей распознавания речи; Ресерчить алгоритмы, которые помогут улучшить качество распознавания в шумной среде; Экспериментировать с параметрическими моделями для синтеза речи; Улучшать качество Keyword Spotting; Генерировать гипотезы, ставить эксперименты и доносить результаты; Изучать и реализовывать SOTA алгоритмы. Мы ждём от тебя: Практический опыт работы Data Scientist&#39;ом не менее 2-х лет; Уверенные знания Python; Понимание базовых структур данных и алгоритмов работы с ними; Знание принципов работы современных ML и DL алгоритмов; Хорошая математическая подготовка и знание прикладной статистики; Опыт использования DL фреймворков: Tensorflow, Pytorch, Keras; Желание самостоятельно изучать научные статьи и ставить эксперименты на их основе. Будет плюсом: Знание современного C++ (14, 17 стандарт); Опыт работы с библиотеками по распознаванию речи (Kaldi, Sphinx); Знание базовых принципов цифровой обработки сигналов (bit depth, sample rate, спектральный анализ, A-law, mu-law, dithering). Условия: Профессиональное развитие: проводим митапы, тренинги и мастер-классы; огромная tech-библиотека в твоем распоряжении; Бесплатные и вкусные перекусы: чай, кофе, печеньки и фрукты; Заботу о здоровье: полис ДМС и страховку от несчастных случаев для тебя и льготные условия страхования для близких; Компенсации в формате cash baсk: обедов и такси; Работу в комфортном офисе с современной техникой в 10 минутах пешком от м. площадь Ленина или в Технопарке Академгородка на выбор; Достойную твоего профессионального уровня зарплату, размер обсудим на собеседовании.",,," Профессиональное развитие: проводим митапы, тренинги и мастер-классы; огромная tech-библиотека в твоем распоряжении; Бесплатные и вкусные перекусы: чай, кофе, печеньки и фрукты; Заботу о здоровье: полис ДМС и страховку от несчастных случаев для тебя и льготные условия страхования для близких; Компенсации в формате cash baсk: обедов и такси; Работу в комфортном офисе с современной техникой в 10 минутах пешком от м. площадь Ленина или в Технопарке Академгородка на выбор; Достойную твоего профессионального уровня зарплату, размер обсудим на собеседовании.",Python|MATLAB|Английский язык|Обучение и развитие|Виды страхования|ML|Data Scientist
