,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
150,150,junior программист с++,Новосибирск,,,Бизнес Финанс Групп,2019-10-12T10:08:30+0300,От 1 года до 3 лет,Гибкий график,Частичная занятость,"Задачи: Разработка новой функциональности по техническому заданию и проектной документации Развитие и поддержка существующей функциональности, рефакторинг кода Работа в команде с самостоятельным решением задач в своей зоне ответственности. Требования: Высшее (техническое в сфере ИТ) образование; ЖЕЛАТЕЛЬНО наличие знаний и навыков в следующих областях: знание С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; умение писать SQL-запросы; владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно, конструктивно вести разговор, работать в команде. Умение работать с технической документацией. Условия: Надежная стабильная компания - лидер рынка банковской автоматизации График работы: полный или неполный рабочий день, гибкое время начала рабочего дня (с 8 до 11) Оформление в соответствии с ТК РФ Заработная плата официальная: оклад и достойные премии по результатам работы Добровольное медицинское страхование Корпоративное обучение Рассматриваем в тч студентов последних курсов обучения технических вузов и начинающих специалистов с небольшим опытом работы."," Высшее (техническое в сфере ИТ) образование; ЖЕЛАТЕЛЬНО наличие знаний и навыков в следующих областях: знание С/C++; СУБД (опыт работы с одной из): Oracle, PostgreSQL, MySQL, альтернативные решения; умение писать SQL-запросы; владение ПК на уровне администратора (установка и настройка ОС семейства Windows не должна вызывать проблем), опыт работы с виртуальными машинами Умение грамотно формулировать свои мысли устно и письменно, конструктивно вести разговор, работать в команде. Умение работать с технической документацией. ",," Надежная стабильная компания - лидер рынка банковской автоматизации График работы: полный или неполный рабочий день, гибкое время начала рабочего дня (с 8 до 11) Оформление в соответствии с ТК РФ Заработная плата официальная: оклад и достойные премии по результатам работы Добровольное медицинское страхование Корпоративное обучение Рассматриваем в тч студентов последних курсов обучения технических вузов и начинающих специалистов с небольшим опытом работы.",
