,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
463,463,разработчик vbscript,Краснодар,,,Атос АйТи Солюшенс энд Сервисез,2019-10-07T09:42:13+0300,От 3 до 6 лет,Полный день,Полная занятость,"О проекте: Предлагаем присоединиться к международной компании для работы в проектах наших европейских Партнеров. Обязанности: Реализация решений, предлагаемых Тим-лидом или Заказчиком; Работа в координации с командой; Реализация задач средней и высокой сложности; Первичное тестирование реализованных задач; Исправление дефектов программного обеспечения; Участие в оценке и планировании работ. Требования: Опыт работы в IT от 2-х лет; Знание и опыт работы с Visual Basic Script; Знание немецкого языка на уровне коммуникации. Английский язык дополнительное преимущество; Умение взаимодействовать и работать с людьми другой культуры; Навыки коммуникации, особенно умение слушать; Умение документировать и верифицировать требований Заказчика; Быстрая обучаемость, проактивность, гибкость и умение вести командную игру. Будет плюсом: Работа с инцидентами, проблема и изменения; Знание методологии ITIL; Проведение интеграционных, компонентных и приемочных тестов; Работа в качестве третьего уровня поддержки; Знание продукта OMNITRACKER и опыт его кастомизации и доработки с помощью VBScript; Опыт работы с MS SQL Reporting Services Условия: Интересные и сложные проекты; Возможность сертификации и посещения конференций за счёт компании; Соблюдаем все социальные гарантии, предусмотренные законодательством; Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании и 50% для детей, членов семьи. Компенсация питания сотрудника; Корпоративные программы: изучение английского языка, особые условия кредитования в банке партнере; Зарубежные бизнес-поездки; Современный и комфортный офис."," Опыт работы в IT от 2-х лет; Знание и опыт работы с Visual Basic Script; Знание немецкого языка на уровне коммуникации. Английский язык дополнительное преимущество; Умение взаимодействовать и работать с людьми другой культуры; Навыки коммуникации, особенно умение слушать; Умение документировать и верифицировать требований Заказчика; Быстрая обучаемость, проактивность, гибкость и умение вести командную игру. Будет плюсом: Работа с инцидентами, проблема и изменения; Знание методологии ITIL; Проведение интеграционных, компонентных и приемочных тестов; Работа в качестве третьего уровня поддержки; Знание продукта OMNITRACKER и опыт его кастомизации и доработки с помощью VBScript; Опыт работы с MS SQL Reporting Services "," Реализация решений, предлагаемых Тим-лидом или Заказчиком; Работа в координации с командой; Реализация задач средней и высокой сложности; Первичное тестирование реализованных задач; Исправление дефектов программного обеспечения; Участие в оценке и планировании работ. "," Интересные и сложные проекты; Возможность сертификации и посещения конференций за счёт компании; Соблюдаем все социальные гарантии, предусмотренные законодательством; Добровольное медицинское страхование (поликлиника, стоматология) - 100% компенсация для сотрудников компании и 50% для детей, членов семьи. Компенсация питания сотрудника; Корпоративные программы: изучение английского языка, особые условия кредитования в банке партнере; Зарубежные бизнес-поездки; Современный и комфортный офис.",VBScript|Немецкий язык
