,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
254,254,программист стажер php (битрикс),Краснодар,15000.0,,Russian Robotics,2019-10-08T14:44:17+0300,Нет опыта,Гибкий график,Полная занятость,"Russian Robotics — это ТОП-1 веб-студия в Краснодаре (по данным CMS Magazine ) Мы разрабатываем и развиваем сайты крупных федеральных компаний. Много работаем с финансовым сектором. И вообще много работаем — с нами ты прокачаешь навыки и станешь сильнее как профессионал. Что предстоит делать: развивать существующие Интернет-проекты и разрабатывать новые, контролировать качество своей работы и отвечать за результат, развиваться как профессионал, осваивать и внедрять современные технологии в своем направлении деятельности Ты нам подходишь, если: Хочешь освоить PHP Имеешь представление о значении оббревиатуры ООП слышал что такое HTML и CSS готов учиться работать с CMS Bitrix хочешь попробовать себя в разработке веб-сайтов у тебя есть вопросы, на которые ты находишь ответы в гугле, но не с кем их обсудить хочешь научиться решать задачи творчески любишь учиться и делаешь это быстро Почему с нами хорошо: оформим все в соответствии с ТК РФ предложим индивидуальный график обсудим программу персонального развития и обучения",,,,HTML|PHP5
