,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
269,269,разработчик etl dwh,Краснодар,,,Ростелеком,2019-09-30T15:40:33+0300,Нет опыта,Полный день,Полная занятость,"МЫ ИЩЕМ В СВОЮ КОМАНДУ РАЗРАБОТЧИКОВ НА ПРОЕКТ ПО СОЗДАНИЮ КРУПНЕЙШЕГО В РОССИИ ХРАНИЛИЩА, ОБЪЕМОМ В НЕСКОЛЬКО ПЕТАБАЙТ! ОБЯЗАННОСТИ: Развитие функционала ETL/DWH на проекте; Взаимодействие со смежными командами системного анализа и тестирования; Создание и доработка ETL процессов загрузки, трансформации данных и формирования витрин (ETL); Разработка и модернизация процедур контроля качества данных хранилища, анализ и мониторинг консистентности данных; Анализ и оптимизация производительности шагов ETL, трансформаций с данными (ETL). ТРЕБОВАНИЯ: Высшее образование (ИТ); Опыт в разработке от полугода (готовы смотреть джунов и мидлов); Опыт участия в проектах создания и развития хранилищ данных; Уверенные навыки работы с современными реляционными СУБД (Oracle, PostgreSQL); Знание PL/SQL, опыт оптимизации SQL запросов; Опыт работы с CASE – средствами (Erwin, Power Designer и т.п); Глубокое знание ETL средств (Informatica PC, IBM DataStage, ODI/OWB, MS SSIS); Английский на уровне чтения технической документации. УСЛОВИЯ: Работа с Hadoop (Hive) и БД Green Plum; Конкурентная заработная плата; Система бонусов по итогам работы за квартал и за год; Корпоративная мобильная связь; ДМС со стоматологией, скидки на страховку для детей и членов семьи;",,,,
