,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
738,738,разработчик стажер 1с,Челябинск,,,Первый Бит,2019-10-16T10:35:31+0300,От 1 года до 3 лет,Полный день,Стажировка,"Команда разработки линейки тиражных решений на платформе 1С предлагает вакансию начинающего разработчика. Предстоит ответственная работа по развитию продуктов, используемых уже тысячами организаций в сфере коммерческой медицины и индустрии красоты. От соискателя ожидается хорошая академическая и самостоятельная база навыков программирования, алгоритмизации и работы с базами данных, ориентация на максимальное качество выполнения поставленных задач, готовность следовать внутренним нормативам разработки, аналитический и вариативный ход мыслей. Требования: Профильное высшее образование программиста (возможно неоконченное); Стремление к профессиональному росту, желание постоянно развиваться в сфере программирования и внедрения программных решений; Будет преимуществом: Опыт программирования на современных платформах разработки, опыт работы с базами данных или опыт разработки на платформе «1С:Предприятие 8»; Наличие профессиональных интересов и знаний, выходящих за пределы образовательной программы (для студентов и выпускников); Наличие сертификатов фирмы 1С. Обязанности: Проектирование, разработка и программирование на платформе &quot;1С:Предприятие 8&quot;; Документирование произведенной доработки конфигурации программного продукта в соответствии с установленной нормой; Постоянное обучение и развитие по корпоративным стандартам. Условия: Интересная работа в крупной IT-компании; Возможности профессионального и карьерного роста; Повышение квалификации: корпоративные курсы, семинары, тренинги, часы развития. Удобный график работы понедельник-пятница с 9.00 до 18.00 в современном, оснащенном всем необходимым офисе на Каслинской; Оформление по ТК РФ; Прозрачная система оплаты труда; Молодая команда профессионалов и единомышленников, развитая корпоративная культура; Программа корпоративного спорта: абонементы в фитнес клуб &quot;Колизей&quot; с 50% скидкой, волейбол, настольный теннис, а для любителей экстрима – настольный футбол. Каждый сможет найти здесь именно то, что ждёт от работы: общение, обмен идеями и опытом, стабильность, карьерный рост, вдохновение и воплощение своих профессиональных планов. Начни работать там, где ты сможешь развиваться и при этом оставаться собой!"," Профильное высшее образование программиста (возможно неоконченное); Стремление к профессиональному росту, желание постоянно развиваться в сфере программирования и внедрения программных решений; Будет преимуществом: Опыт программирования на современных платформах разработки, опыт работы с базами данных или опыт разработки на платформе «1С:Предприятие 8»; Наличие профессиональных интересов и знаний, выходящих за пределы образовательной программы (для студентов и выпускников); Наличие сертификатов фирмы 1С. Обязанности: Проектирование, разработка и программирование на платформе &quot;1С:Предприятие 8&quot;; Документирование произведенной доработки конфигурации программного продукта в соответствии с установленной нормой; Постоянное обучение и развитие по корпоративным стандартам. ",," Интересная работа в крупной IT-компании; Возможности профессионального и карьерного роста; Повышение квалификации: корпоративные курсы, семинары, тренинги, часы развития. Удобный график работы понедельник-пятница с 9.00 до 18.00 в современном, оснащенном всем необходимым офисе на Каслинской; Оформление по ТК РФ; Прозрачная система оплаты труда; Молодая команда профессионалов и единомышленников, развитая корпоративная культура; Программа корпоративного спорта: абонементы в фитнес клуб &quot;Колизей&quot; с 50% скидкой, волейбол, настольный теннис, а для любителей экстрима – настольный футбол. Каждый сможет найти здесь именно то, что ждёт от работы: общение, обмен идеями и опытом, стабильность, карьерный рост, вдохновение и воплощение своих профессиональных планов. Начни работать там, где ты сможешь развиваться и при этом оставаться собой!",Разработка ПО|1С программирование|1С: Предприятие 8
