,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
358,358,консультант 1с,Краснодар,50000.0,150000.0,Мистер Чек,2019-10-20T11:13:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мистер Чек – это один из лидеров рынка автоматизации. Мы подбираем и внедряем первоклассные продукты для бизнеса по всей России. Офисы компании расположены в Краснодаре, Новороссийске, Ростов-на-Дону, Сочи, Майкопе, Симферополе, Севастополе, Казани, Ижевске, Набережных Челнах. Являемся кандидатом в Центр Компетенций ERP . Для реализации проектов по автоматизации бизнеса клиентов на платформе 1С требуются Консультанты. Обязанности: Участие в проектах в качестве консультанта 1С: обучение пользователей, моделирование процессов; Консультация пользователей по функционалу программ на базе 1С; Обеспечение взаимодействия между клиентом и программистами, составление технического задания; Разработка инструкций и методических материалов. Требования: Наличие сертификатов 1C уровня специалист-консультант; Практический опыт консультирования и внедрения конфигураций 1С:Управление Торговлей, 1С:КА, 1С:ERP, и прочих отраслевых конфигураций 1С; Приветствуются знания ветеринарной системы сертификации &quot;Меркурий&quot;, работа с ТСД; Готовность обучаться и повышать профессиональный уровень; Приветствуются навыки программирования; Коммуникабельность, ответственность. Условия: Конкурентная заработная плата, обсуждается с успешным кандидатом; Профессиональный рост, получение сертификатов 1С за счет компании; Интересные и сложные задачи, которые Вы будете решать в команде с профессионалами высокого уровня."," Наличие сертификатов 1C уровня специалист-консультант; Практический опыт консультирования и внедрения конфигураций 1С:Управление Торговлей, 1С:КА, 1С:ERP, и прочих отраслевых конфигураций 1С; Приветствуются знания ветеринарной системы сертификации &quot;Меркурий&quot;, работа с ТСД; Готовность обучаться и повышать профессиональный уровень; Приветствуются навыки программирования; Коммуникабельность, ответственность. "," Участие в проектах в качестве консультанта 1С: обучение пользователей, моделирование процессов; Консультация пользователей по функционалу программ на базе 1С; Обеспечение взаимодействия между клиентом и программистами, составление технического задания; Разработка инструкций и методических материалов. "," Конкурентная заработная плата, обсуждается с успешным кандидатом; Профессиональный рост, получение сертификатов 1С за счет компании; Интересные и сложные задачи, которые Вы будете решать в команде с профессионалами высокого уровня.",
679,679,программист front end javascript (junior middle senior),Челябинск,50000.0,150000.0,Прикладные технологии,2019-10-19T12:10:02+0300,Нет опыта,Полный день,Полная занятость,"Ищем Front-end/JavaScript разработчиков всех уровней (Junior, Middle, Senior) для расширения команды в нескольких проектах нашей компании. Требования к кандидатам: Высшее техническое образование (допускаются студенты выпускных курсов). Хорошее знание JavaScript (ES6), HTML5, CSS3. Знание и понимание ООП, паттернов проектирования. Опыт Front-end разработки на JavaScript (можно учебные проекты). Желание изучать и использовать новые технологии в процессе разработки ПО. Знание английского языка на уровне, достаточном для ведения рабочей переписки. Резюме на русском и английском языках. Будет плюсом: Опыт работы с популярными JS-фреймворками, а также умение обходиться без них. Опыт работы с UX дизайнерами и способность превращения мокапов в работающее клиентское приложение, используя HTML5, CSS3 и JavaScript. Опыт разработки мобильных версий web-приложений. Опыт работы в команде. Знание и умение работать с Git, SVN, Jira. Обязанности: Разработка Web и мобильных приложений на JavaScript с применением современных framework-ов. Собеседование только после предоставления резюме. Условия: Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",,," Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",
639,639,программист go,Челябинск,50000.0,150000.0,Прикладные технологии,2019-10-19T12:09:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Ищем Go разработчика для расширения команды в одном из новых проектов. Требования к кандидатам: Высшее техническое образование (допускаются студенты выпускных курсов). Знание и опыт работы с Go, C++ или Python. Знание ООП, структур данных и алгоритмов, других фундаментальных понятий из сферы ИТ. Понимание RESTful API. Опыт работы с SQL/NoSQL базами. Опыт работы с многопоточным и асинхронным программированием. Знание английского языка на уровне, достаточном для ведения рабочей переписки. Резюме на русском и английском языках. Будет плюсом: Опыт отладки и оптимизации комплексных приложений. Опыт работы с контейнерами (Docker). Опыт работы с очередями сообщений. Разговорный английский язык. Обязанности: Разработка back-end приложения на Go с применением современных framework-ов. Собеседование только после предоставления резюме. В резюме необходимо указать, на какую вакансию претендуете. Условия: Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",,," Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",
624,624,программист java (junior middle senior),Челябинск,50000.0,150000.0,Прикладные технологии,2019-10-19T12:09:56+0300,Нет опыта,Полный день,Полная занятость,"Ищем Java разработчиков всех уровней (Junior, Middle, Senior) для расширения команды в нескольких проектах нашей компании. Требования к кандидатам: Высшее техническое образование (допускаются студенты выпускных курсов). Знание ООП, структур данных и алгоритмов, других фундаментальных понятий из сферы ИТ. Понимание RESTful API. Знание английского языка на уровне, достаточном для ведения рабочей переписки. Резюме на русском и английском языках. Будет плюсом: Опыт отладки и оптимизации комплексных приложений. Опыт работы с SQL/NoSQL базами. Опыт работы со Spring, Hibernate и другоми современными framework-ами. Разговорный английский язык. Обязанности: Разработка back-end приложений на Java с применением современных framework-ов. Собеседование только после предоставления резюме. В резюме необходимо указать, на какую вакансию претендуете. Условия: Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",,," Оклад обсуждается индивидуально. Официальное трудоустройство, социальный пакет по ТК. Гибкий график работы после испытательного срока. Курсы английского языка. Современный офис (настольный футбол, аэрохоккей, теннис и т.д.). О компании: ООО «Прикладные технологии» уже более 20 лет успешно развивается в сфере разработки программного обеспечения и его тестирования. В настоящее время компания насчитывает более 250 сотрудников, имеет 3 офиса – в Челябинске (головной), Екатеринбурге и Миассе. В деловом портфеле «Прикладных технологий» - заказы отечественных и зарубежных партнеров. Компания готова предложить своим заказчикам не только проверенные стандартные, но и качественные индивидуальные решения задач. Мы стремимся к постоянному расширению набора средств проектирования, разработки и сопровождения программного обеспечения.",
893,893,"fullstack developer (angular, react, node,.net)",Екатеринбург,60000.0,150000.0,Шарп Девелоперс,2019-10-11T17:35:08+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Серверное и Веб программирование Умение разбираться с чужим кодом и встраивать в свой код вызовы различных веб-сервисов Наш стек технологий: Фронт: HTML5, CSS3, Javascript, Angular, React+Redux, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер: .NET C#, MVC, Azure и AWS, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. Корпоративное обучение английскому языку, как в офисе, так и удаленно. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам собеседования. Присоединяйтесь!",,,,C#|jQuery|Git|ASP.NET|JavaScript|.NET Framework|HTML|WCF|MS SQL Server|CSS|Bootstrap|Ajax|HTML5|MVC|AngularJS|React|Redux|Angular 5
799,799,mobile apps developer xamarin,Екатеринбург,60000.0,150000.0,Шарп Девелоперс,2019-10-08T07:52:49+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Программирование мобильных приложений Xamarin. Необходимые навыки: C#.Net ООП, шаблоны проектирования, MVVM, DI Xamarin.iOS, Xamarin.Android либо опыт нативной разработки под iOS/Android MvvmCross FCM, APNS NFC Biometric authentication SQLite.Net AppCenter, UI-tests, unit-tests !Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. А также: Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячее питание в офисе. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку, как в офисе, так и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам выполнения тестового задания Присоединяйтесь!",,,,
792,792,frontend разработчик (angular2+),Екатеринбург,60000.0,150000.0,Ботов Антон Алексеевич,2019-09-24T07:54:28+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Подразделение &quot;MC-Labs&quot; федерального кредитного брокера &quot;MoneyCare&quot; ищет разработчиков для развития веб-приложений (выдача кредитов, авторизация партнеров, различные сервисы бэкофиса). Используем: Angular 6, JSON REST API (бекенд на Java), Nrwl/Nx, Figma, Gitlab, Jira Обязанности: Разработка клиентской части web-приложений Требования: Минимум - базовые знания фреймворка Angular 2+ Стремление повышать собственный уровень профессиональной квалификации Знание базовых технологий JavaScript/HTML/CSS Будет плюсом: Знание классических алгоритмов и структур данных Умение работать с системой контроля версий Опыт работы с REST API Знание языка Groovy для написания скриптов",, Разработка клиентской части web-приложений ,,Git|Angular2+
104,104,"fullstack developer (angular, react, node,.net)",Новосибирск,60000.0,150000.0,Шарп Девелоперс,2019-09-25T10:50:21+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Серверное и Веб программирование Умение разбираться с чужим кодом и встраивать в свой код вызовы различных веб-сервисов Наш стек технологий: Фронт: HTML5, CSS3, Javascript, Angular, React+Redux, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер: .NET C#, MVC, Azure и AWS, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. Корпоративное обучение английскому языку, как в офисе, так и удаленно. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам собеседования. Присоединяйтесь!",,,,C#|jQuery|Git|ASP.NET|JavaScript|.NET Framework|HTML|WCF|MS SQL Server|CSS|Bootstrap|Ajax|HTML5|MVC|React|Redux|Angular 2+
946,946,frontend developer (angular react),Екатеринбург,60000.0,150000.0,Шарп Девелоперс,2019-10-17T11:13:32+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Веб программирование Вы должны уметь корректно заверстать HTML по PSD, разбираться в тонкостях работы разных браузеров, иметь чувство прекрасного. Умение встраивать в свой код вызовы различных веб-сервисов Наш стек технологий и тулзов разработки: Клиент: HTML5, CSS3, Javascript, Angular, ReactJS, KnockoutJS, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер (от вас не требуется, для информации!): Visual Studio 2012 - 2017, C#, Azure, ASP.NET MVC, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку, как в офисе, так и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам выполнения тестового задания Присоединяйтесь!",,,,JavaScript|frontend development|HTML|HTML5|CSS|CSS3|ReactJS|AngularJS|knockoutJS|mockups
656,656,программист ведущий программист 1с,Челябинск,60000.0,150000.0,1C-Рарус,2019-09-23T10:52:48+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Филиал «1С-Рарус» в Челябинске - официальный партнер фирмы «1С» с 2002 года. Наша компания является лидером на рынке IТ и консалтинга по платформе “1С” и занимает первые места в рейтинге франчайзи. Мы занимаемся внедрением систем 1С на крупных предприятиях региона и страны. Мы проводим анализ и автоматизацию бизнес-процессов на предприятии и помогаем Заказчику достичь необходимых бизнес-результатов. Ищем / готовим специалистов на крупные проекты по внедрению 1С:ERP. Обязанности: Техническая реализация проектных задач Адаптация программных продуктов под проектные задачи Разработка новых конфигураций Интеграция с системами заказчика Формализация технического решения в соответствии с общей архитектурой проекта Тестирование разработанных или адаптированных объектов конфигурации Требования: Рассматриваем специалистов с разной квалификацией и опытом (соответственно и с предложением разного уровня оплаты труда) Приветствуется опыт программирования на платформе 8.3 от 6 месяцев Приветствуется наличие сертификатов “1С: Специалист” по технологической платформе Условия: Официальное трудоустройство в соответствии с ТК РФ Конкурентный уровень заработной платы, окончательно оговаривается по итогам собеседования. Окладно-премиальная система оплаты труда (не сделка). Выплаты проводятся всегда своевременно, 2 раза в месяц. Реализация проектов с компаниями из ТОП РБК 500 и лидерами в своих отраслях; Интересные и развивающие задачи. Профессиональный рост гарантирован; Возможности для развития в федеральной компании. Реальные перспективы роста до эксперта по разработке, системного архитектора, технического руководителя проектов; Наставничество от коллег с уникальным опытом; Обучение и сертификация за счет компании; Возможны командировки до 20% рабочего времени (по договоренности) * Вакансия остается актуальной, пока размещена на сайте", Рассматриваем специалистов с разной квалификацией и опытом (соответственно и с предложением разного уровня оплаты труда) Приветствуется опыт программирования на платформе 8.3 от 6 месяцев Приветствуется наличие сертификатов “1С: Специалист” по технологической платформе , Техническая реализация проектных задач Адаптация программных продуктов под проектные задачи Разработка новых конфигураций Интеграция с системами заказчика Формализация технического решения в соответствии с общей архитектурой проекта Тестирование разработанных или адаптированных объектов конфигурации ," Официальное трудоустройство в соответствии с ТК РФ Конкурентный уровень заработной платы, окончательно оговаривается по итогам собеседования. Окладно-премиальная система оплаты труда (не сделка). Выплаты проводятся всегда своевременно, 2 раза в месяц. Реализация проектов с компаниями из ТОП РБК 500 и лидерами в своих отраслях; Интересные и развивающие задачи. Профессиональный рост гарантирован; Возможности для развития в федеральной компании. Реальные перспективы роста до эксперта по разработке, системного архитектора, технического руководителя проектов; Наставничество от коллег с уникальным опытом; Обучение и сертификация за счет компании; Возможны командировки до 20% рабочего времени (по договоренности) * Вакансия остается актуальной, пока размещена на сайте",1С программирование|Обновление конфигурации 1С|1С: Предприятие 8|1С: Бухгалтерия|1С: Зарплата и управление персоналом|1С: Торговля|1С: Управление Производственным Предприятием|1С: Документооборот|1С: Розница|1С: Склад|ERP-системы на базе 1С
