,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days,"(12995.0, 43440.0]","(43440.0, 73885.0]","(73885.0, 104330.0]","(104330.0, 134775.0]","(134775.0, 165220.0]","(165220.0, 195665.0]","(195665.0, 226110.0]","(226110.0, 256555.0]","(256555.0, 287000.0]","(18500.0, 61555.556]","(61555.556, 104611.111]","(104611.111, 147666.667]","(147666.667, 190722.222]","(190722.222, 233777.778]","(233777.778, 276833.333]","(276833.333, 319888.889]","(319888.889, 362944.444]","(362944.444, 406000.0]",Екатеринбург,Краснодар,Новосибирск,Самара,Челябинск,Более 6 лет,Нет опыта,От 1 года до 3 лет,От 3 до 6 лет,Вахтовый метод,Гибкий график,Полный день,Сменный график,Удаленная работа,Полная занятость,Проектная работа,Стажировка,Частичная занятость,Без ключевых навыков,внутренний аудит сайта,Работа с доменами,Наполнение контентом,HTML,MySQL,CSS,PHP,Git,Ajax,Другое
497,497,веб разработчик,Краснодар,50000.0,71875.0,ПРОФИТКЛИКС,2019-10-01T16:33:58+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Привет! Мы - ProfitClicks, развиваемся в сфере интернет-рекламы по модели CPA c 2016 года. Мы - продуктовая компания и уже реализовали множество успешных проектов: тизерная рекламная сеть для информационных сайтов, сеть по монетизации push-уведомлений, трекер для аналитики трафика, новостной портал и другие решения. Все эти продукты - highload-системы со средней нагрузкой 3000 хитов в секунду (есть проекты с нагрузкой в 6000 rps в пике). В нашей команде 85+ человек и только за последние полгода мы выросли в 1,5 раза. Нам нужен толковый web-разработчик. Заказчиком приложений будет отдел арбитража трафика. Проект новый, поэтому мы ищем инициативного разработчика, который умеет самостоятельно анализировать и находить узкие места, предлагать решения для автоматизации. Выбор технологии будет зависеть от того, что выберет наш новый коллега, поэтому априори ты будешь работать с тем, что по душе! От нашего идеального кандидата ждём: Опыт fullstack-разработки (наш основной стек на других проектах - PHP, VueJS, Go, однако здесь выбор за тобой) Опыт разработки продукта с нуля Опыт взаимодействия с заказчиком напрямую Будет огромным плюсом: опыт работы в компаниях из сферы CPA или digital, понимание принципа интернет-рекламы опыт разработки JS-приложений под мобильные устройства Нашему новому коллеге мы с радостью предложим: интересные и разнообразные задачи по проектам компании обмен опытом в команде увлеченных профессионалов возможность профессионального и финансового роста плавающее начало рабочего дня (возможность приезжать на работу с 7:30 до 10:30 утра), график 5/2 команда, которая продуктивно работает и также отдыхает :) крутые корпоративы несколько раз в год офис в центре города (5 минут пешком от кинотеатра Авроры) оформление с первого дня чай и сладости в офисе, все по канонам конкретные цифры по ЗП готовы обсуждать с кандидатом после отбора. Первоначально, конечно же, учитываем пожелания кандидата Формат работы — офис в г. Краснодаре. Удаленная работа невозможна. Но мы готовы взять на себя расходы по релокации иногородних кандидатов и членов их семьи: оплата перелета/ переезда, оплата 50% или 100% стоимости 1 месяца проживания в съемной квартире в Краснодаре. Если тебе стало интересно, но остались какие-то вопросы, или ты решил попробовать свои силы - откликайся или пиши нам на почту/телеграм, мы всегда рады знакомству и предоставим всю необходимую информацию!",Без требований,Без обязанностей,Без условий,JavaScript|REST API|PHP|Git,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
588,588,веб разработчик,Челябинск,50000.0,77500.0,АРБ-Консалтинг,2019-10-17T08:56:20+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Требования: Знание PHP, JS, SQL, CSS, HTML5; Знание AJAX, CMS Bitrix, CMS NetCat, основы ООП; Опыт веб-разработки; Умение работать в команде, быстро и продуктивно; Умение самостоятельно находить решение задач, с которыми ранее не приходилось сталкиваться. Приветствуется: Знание адаптивной верстки; Опыт использования Git; Желание работать в команде; Знание Framework Yii2; Знание других языков программирования и технологий. Условия: Официальное трудоустройство; Пятидневная рабочая неделя; Зарплата обсуждается на собеседовании, исходя из способностей кандидата; Карьерный рост, напрямую связанный с повышением уровня з/п."," Знание PHP, JS, SQL, CSS, HTML5; Знание AJAX, CMS Bitrix, CMS NetCat, основы ООП; Опыт веб-разработки; Умение работать в команде, быстро и продуктивно; Умение самостоятельно находить решение задач, с которыми ранее не приходилось сталкиваться. Приветствуется: Знание адаптивной верстки; Опыт использования Git; Желание работать в команде; Знание Framework Yii2; Знание других языков программирования и технологий. ",Без обязанностей," Официальное трудоустройство; Пятидневная рабочая неделя; Зарплата обсуждается на собеседовании, исходя из способностей кандидата; Карьерный рост, напрямую связанный с повышением уровня з/п.",HTML5|JavaScript|PHP5|jQuery|CSS,0.13333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,524,веб разработчик,Челябинск,50000.0,77500.0,ПрограмЛаб,2019-09-23T13:20:43+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Разработка Web-сервисов Разработка API для мобильных приложений Разработка внутренних сервисов компании Требования: Понимание и использование принципов ООП Работа с БД Уверенное знание PHP или Python и Django Опыт разработки высоконагруженных систем Условия: Работа над интересными и долгосрочными проектами Молодой и дружный коллектив Официальное трудоустройство Полный рабочий день, 5 дней в неделю (10.00 – 18.00) Заработная плата по результату собеседования Свое резюме отправляйте на указанную эл. почту!", Понимание и использование принципов ООП Работа с БД Уверенное знание PHP или Python и Django Опыт разработки высоконагруженных систем , Разработка Web-сервисов Разработка API для мобильных приложений Разработка внутренних сервисов компании ," Работа над интересными и долгосрочными проектами Молодой и дружный коллектив Официальное трудоустройство Полный рабочий день, 5 дней в неделю (10.00 – 18.00) Заработная плата по результату собеседования Свое резюме отправляйте на указанную эл. почту!",Python|Django Framework|JavaScript|CSS|HTML|PHP|MySQL|Git|ООП|jQuery|HTML5|HTTP|CSS3|PostgreSQL|PHP4|Yii|Ajax|XML|SQL|Nginx|phpMyAdmin,0.9333333333333332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
753,753,веб разработчик,Екатеринбург,50000.0,55000.0,index.art,2019-10-15T15:05:45+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Кто нам нужен? Тот, кто умеет качественно проектировать и дизайнить сайты, интернет-магазины и личные кабинеты под все устройства. Хорошо, если умеете писать хороший, грамотный текст. Ищем человека, который не только умеет сгенерировать решение, но и грамотно донести его до клиента и коллег, а также довести его вместе с командой до успешной реализации. Что хорошего мы предлагаем. 1. Интересные и сложные проекты от ведущих компании Екатеринбурга и России. 2. Никакого перегруза: полное погружение в проект, адекватные сроки. 3. Адекватный менеджмент, который заключает договоры на вменяемых условиях и не дают невыполнимых обещаний клиентам. 4. Стабильный оклад и прогрессивную схему оплаты, при которой ваша зарплата внятно коррелирует с результатами. 5. Зарплата по результатам собеседования. 6. Всестороннее (менеджмент, маркетинг, дизайн) обучение и развитие. Обязанности. 1. Проектирование и дизайн посадочных страниц, корпоративных сайтов и интернет-магазинов, интерфейсов и личных кабинетов. 2. Работа в команде (тесно с интернет-маркетологом, арт-директором, frontend-разработчиком). 3. Развитие проектов (UI/UX) после релиза. Требования. 1. Опыт работы от 1 года, реальные проекты в портфолио, которые мы можем посмотреть и обсудить. 2. Знания инструментов Axure, Photoshop или аналогов. 3. Базовое понимание понимание принципов html-верстки на уровне понимания механики отображения нарисованных макетов на сайтах, представление об адаптивной верстке. 4. Умение составить правильное ТЗ для frontend-разработчика и вести авторский надзор с начала работы до момента релиза. 5. Адекватность к критике, предсказуемость результата и срока. 6. Внимательность к деталям. 7. Быть ответственным за принятые решения и умение их отстаивать как в команде, так и перед заказчиком. Дополнительные плюшки. 1. Современный и удобный офис в центре города со своей охраняемой авто-велопарковкой. 2. Регулярные внутренние и внешние образовательные мероприятия, поездки на конференции и семинары. 3. Адекватный коллектив с регулярными увеселительными мероприятиями, корпоративами и выездами на природу.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,287,веб разработчик,Краснодар,51000.0,50000.0,"МАГНИТ, Розничная сеть",2019-10-09T15:39:09+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О нас : Информационные технологии Магнит - дочерняя компания крупнейшей федеральной retail-сети Магнит. Мы создаем передовые высоконагруженные, отказоустойчивые, масштабируемые IT решения в рознице, логистике и производстве. Наша команда - 1500 человек, разработано более 400 информационных решений Мы предлагаем: Трудоустройство по ТК РФ, конкурентоспособную, полностью &quot;белую&quot; заработную плату, а также гарантируем её своевременную выплату. Заработная плата складывается из: оклада и премии. График работы с 08:00 до 17:00, 5-дневная рабочая неделя. Мы вкладываем ресурсы в развитие, поэтому у нас организовано корпоративное обучение, и есть реальная возможность профессионального и карьерного роста в Компании. Карту лояльности Магнит - Дисконт, которая дает широкие возможности получения скидок в компаниях партнеров по различным направлениям. Ключевые обязанности : Управление контентом на корпоративном портале. Разработка дизайна корпоративного портала. Отрисовка макетов. Создание иконок, иллюстраций для сайта. Ожидания от кандидатов : Опыт работы с Google Material. Знание Photoshop, Illustrator. Желание развиваться в сфере WEB. Мы стремимся создавать лучшие условия для работы и отдыха, поэтому наше рабочее пространство включает: Оснащенные всем необходимым рабочие места . Комфортные переговорные комнаты и несколько модернизированных конференц-залов. 2 бесплатных спортзала на территории офиса (кардио- и силовые тренажеры, залы для групповых занятий – пилатес, йога, танцы, кросс-фит, степ-аэробика, единборства). Удобную бесплатную общую автостоянку. Большую закрытую велопарковку. Открытую площадку с зоной воркаута, футбольное поле и два многофункциональных (теннис/баскетбол/волейбол). Просторную современную столовую, где наши повара с заботой о Вас, готовят вкусные завтраки/обеды и ужины. Для тех, кто предпочитает питаться домашней едой, имеются оборудованные кофе-комнаты в каждом корпусе. На прилегающей к офису территории, на свежем воздухе находятся 2 стильные Кофе-Лавки. Здесь Вы сможете насладиться свежесваренным зерновым кофе и провести обеденный перерыв в чудесной парковой зоне Компании. Мы искренне заботимся о здоровье наших сотрудников, поэтому у нас есть корпоративные медицинские кабинеты.",Без требований,Без обязанностей,Без условий,Google Material|Adobe Illustrator|Графический дизайн|Adobe Photoshop,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,406,веб разработчик,Краснодар,51000.0,75000.0,Группа компаний «Деньги сразу»,2019-09-30T10:36:08+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Обязанности: Доработка и совершенствование веб-проектов компании; Участие в проектировании и разработка новых проектов. Требования: знание операционных системы на базе ядра linux; умение настраивать свое собственное веб окружение (включая полную сборку из исходников); уверенное знание языка PHP 7; уверенное знание HTML; уверенное знание JavaScript; уверенное знание CSS3; опыт работы со сборщиками проектов gulp, webpack; уверенное знание git; продвинутое знание фреймворка yii2 (проект пишется на нем); умение работать в IDE PhpStorm (писать код в блокноте запрещено); знание протокола SOAP, написание веб-сервисов для обмена с другими системами; знание REST; опыт работы с системами управления проектами. Условия: Профессиональный и карьерный рост, новые знания, интересные задачи; Оформление согласно ТК РФ; График работы: 5/2. с 09.00 до 18.00 (часы работы обсуждаем индивидуально); Удаленный режим работы; Достойная заработная плата."," знание операционных системы на базе ядра linux; умение настраивать свое собственное веб окружение (включая полную сборку из исходников); уверенное знание языка PHP 7; уверенное знание HTML; уверенное знание JavaScript; уверенное знание CSS3; опыт работы со сборщиками проектов gulp, webpack; уверенное знание git; продвинутое знание фреймворка yii2 (проект пишется на нем); умение работать в IDE PhpStorm (писать код в блокноте запрещено); знание протокола SOAP, написание веб-сервисов для обмена с другими системами; знание REST; опыт работы с системами управления проектами. ", Доработка и совершенствование веб-проектов компании; Участие в проектировании и разработка новых проектов. ," Профессиональный и карьерный рост, новые знания, интересные задачи; Оформление согласно ТК РФ; График работы: 5/2. с 09.00 до 18.00 (часы работы обсуждаем индивидуально); Удаленный режим работы; Достойная заработная плата.",Без ключевых навыков,0.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,295,веб разработчик,Краснодар,51000.0,71875.0,Первый Бит,2019-09-30T16:39:43+0300,Нет опыта,Полный день,Полная занятость,"Web студия компании ПервыйБит ищет программиста, с желанием познавать новое в 1c Битрикс и огромным желанием переехать в г.Краснодар! Мы специализируемся на разработке высокотехнологичных многофункциональных сайтов, интернет магазинов и на внедрении корпоративных порталов. Мы гордимся нашими Клиентами - Toyota, Heineken, Siemens, Rusal, Pegas, Трансаэро Тур, Мостотрест, Yota, OBI, РЖД и другими. Мы - лидеры в рейтинге разработчиков проектов 1С-Битрикс по всем направлениям и являемся единственной компанией на рынке со статусом “Федеральный партнер 1С-Битрикс”, что дает нам возможность работать с крупными и интересными проектами! Обязанности : Разработка и поддержка веб-сайтов. Программирование и верстка проектов компании согласно ТЗ. Участие в разработке новых проектов. Требования : Знание языка PHP‚ JS‚ HTML и CSS верстки. Опыт работы с популярными CMS-системами (опыт с 1с-битрикс будет являться преимуществом). Опыт облачной кроссбраузерной верстки. Опыт доработки и разработки модулей. Опыт работы с SQL базами данных Условия: Первый БИТ - это динамично развивающаяся международная IT- компания с развитой филиальной сетью. Если Вы хотите присоединиться к стабильной, надежной компании с 20-летней историей и профессионально развиваться в самой перспективной сфере на сегодняшний день, мы рады будем предоставить Вам такую возможность! В нашей компании Вас ждет работа над интересными и крупными корпоративными проектами в дружном коллективе профессионалов! Стабильная заработная плата и возможность карьерного роста; Мы гарантируем: Стабильную заработную плату и возможность карьерного роста. Поддержку в реализации идей. Сложные и интересные проекты. Развитие профессиональных навыков. Бесплатное обучение, получение всех Битрикс сертификатов - оплачивается компанией. Обмен опытом и знаниями в команде профессионалов! У нас Вы можете: Непрерывно повышать уровень своей квалификации. Получать стабильно высокий доход. Решать действительно интересные задачи. А если в целом: Оформление в соответствии с ТК РФ – мы чтим законы. Удобный график работы с 9.00 до 18.00 в современном, оснащенным всем необходимым офисе на Кожевенной. выходные: сб. и вс. Молодой и дружный коллектив web – студии, который стремится к инновациям и оптимизации рабочего процесса. Стать лучшим , как известно, можно только работая с лучшими. Если для тебя это важно, и ты готов приложить все возможные и невозможные силы к этому, со своей стороны мы обещаем обеспечить тебя ресурсами, крутыми, нестандартными проектами, сложными задачами и мотивацией к постоянному развитию. Так же мы готовы рассматривать кандидатов на удаленную занятость! Присылайте резюме!",Без требований,Без обязанностей," Первый БИТ - это динамично развивающаяся международная IT- компания с развитой филиальной сетью. Если Вы хотите присоединиться к стабильной, надежной компании с 20-летней историей и профессионально развиваться в самой перспективной сфере на сегодняшний день, мы рады будем предоставить Вам такую возможность! В нашей компании Вас ждет работа над интересными и крупными корпоративными проектами в дружном коллективе профессионалов! Стабильная заработная плата и возможность карьерного роста; Мы гарантируем: Стабильную заработную плату и возможность карьерного роста. Поддержку в реализации идей. Сложные и интересные проекты. Развитие профессиональных навыков. Бесплатное обучение, получение всех Битрикс сертификатов - оплачивается компанией. Обмен опытом и знаниями в команде профессионалов! У нас Вы можете: Непрерывно повышать уровень своей квалификации. Получать стабильно высокий доход. Решать действительно интересные задачи. А если в целом: Оформление в соответствии с ТК РФ – мы чтим законы. Удобный график работы с 9.00 до 18.00 в современном, оснащенным всем необходимым офисе на Кожевенной. выходные: сб. и вс. Молодой и дружный коллектив web – студии, который стремится к инновациям и оптимизации рабочего процесса. Стать лучшим , как известно, можно только работая с лучшими. Если для тебя это важно, и ты готов приложить все возможные и невозможные силы к этому, со своей стороны мы обещаем обеспечить тебя ресурсами, крутыми, нестандартными проектами, сложными задачами и мотивацией к постоянному развитию. Так же мы готовы рассматривать кандидатов на удаленную занятость! Присылайте резюме!",JavaScript|CSS|jQuery|HTML|PHP5|MS SQL|SQL|1С-Битрикс|MySQL|Веб-программирование|PHP,0.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
1139,1139,веб разработчик,Самара,59700.0,120000.0,ФАРМПЕРСПЕКТИВА,2019-10-15T10:56:17+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Экспертиза проектных решений Проектирование и разработка решений по веб-проектам Организация работы проектной группы разработки Требования: Образование высшее техническое, Опыт работы от 2-х лет Опыт работы с современными фреймворками, знания PHP/JavaScript, опыт проектирования и разработки сайтов/веб-сервисов и интеграции со сторонними системами Желателен опыт опыт работы с Bitrix. Желателен опыт руководства командой разработчиков Условия: Работа по графику 5/2, з/п до 120 000 руб. и выше Трудоустройство в соответствии с ТК РФ, полный соц.пакет"," Образование высшее техническое, Опыт работы от 2-х лет Опыт работы с современными фреймворками, знания PHP/JavaScript, опыт проектирования и разработки сайтов/веб-сервисов и интеграции со сторонними системами Желателен опыт опыт работы с Bitrix. Желателен опыт руководства командой разработчиков ", Экспертиза проектных решений Проектирование и разработка решений по веб-проектам Организация работы проектной группы разработки ," Работа по графику 5/2, з/п до 120 000 руб. и выше Трудоустройство в соответствии с ТК РФ, полный соц.пакет",Без ключевых навыков,0.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,1118,веб разработчик,Самара,59700.0,75000.0,Группа компаний «Деньги сразу»,2019-09-30T10:36:08+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Обязанности: Доработка и совершенствование веб-проектов компании; Участие в проектировании и разработка новых проектов. Требования: знание операционных системы на базе ядра linux; умение настраивать свое собственное веб окружение (включая полную сборку из исходников); уверенное знание языка PHP 7; уверенное знание HTML; уверенное знание JavaScript; уверенное знание CSS3; опыт работы со сборщиками проектов gulp, webpack; уверенное знание git; продвинутое знание фреймворка yii2 (проект пишется на нем); умение работать в IDE PhpStorm (писать код в блокноте запрещено); знание протокола SOAP, написание веб-сервисов для обмена с другими системами; знание REST; опыт работы с системами управления проектами. Условия: Профессиональный и карьерный рост, новые знания, интересные задачи; Оформление согласно ТК РФ; График работы: 5/2. с 09.00 до 18.00 (часы работы обсуждаем индивидуально); Удаленный режим работы; Достойная заработная плата."," знание операционных системы на базе ядра linux; умение настраивать свое собственное веб окружение (включая полную сборку из исходников); уверенное знание языка PHP 7; уверенное знание HTML; уверенное знание JavaScript; уверенное знание CSS3; опыт работы со сборщиками проектов gulp, webpack; уверенное знание git; продвинутое знание фреймворка yii2 (проект пишется на нем); умение работать в IDE PhpStorm (писать код в блокноте запрещено); знание протокола SOAP, написание веб-сервисов для обмена с другими системами; знание REST; опыт работы с системами управления проектами. ", Доработка и совершенствование веб-проектов компании; Участие в проектировании и разработка новых проектов. ," Профессиональный и карьерный рост, новые знания, интересные задачи; Оформление согласно ТК РФ; График работы: 5/2. с 09.00 до 18.00 (часы работы обсуждаем индивидуально); Удаленный режим работы; Достойная заработная плата.",Без ключевых навыков,0.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1207,1207,веб разработчик,Самара,59700.0,95937.5,Maxima,2019-10-16T14:13:13+0300,От 3 до 6 лет,Полный день,Полная занятость,"Уважаемые кандидаты, обратите, пожалуйста, внимание, что наша компания находится в Казани. Вакансия предполагает переезд в наш город. Обязанности: Управление командой разработчиков (backend, frontend); Разработка и поддержание архитектуры проекта; Выбор технологий для реализации проектов; Контроль сроков и качества задач; Отладка, профилирование, оптимизация кода; Ревью кода; Разработка технической документации; Участие в подборе/найме специалистов Работа с мотивацией и адаптацией сотрудников отдела Требования: Опыт руководства отделом/команды от 3 лет Опыт коммерческой разработки: C#/C++/JavaScript/CSS/HTML/PHP/SQL; Умение выстраивать процессы работы отдела; Знание принципов и опыт применения гибких методологий; Навыки постановки задач и контроля Лидерские качества; Инициативность, целеустремлённость, настойчивость Системный подход к выстраиванию процессов, реализации задач Условия: Оформление по ТК РФ, все социальные гарантии; Гибкий график работы (пятидневка, присутственное время с 10.00 до 17.00, но не менее 40 часов в неделю); ДМС после испытательного срока; Профессиональное обучение и сертификация, корпоративные тренинги и семинары; Работу в профессиональной команде. Многие специалисты являются уникальными в своей области; Комфортный офис класса А; Полностью оборудованная кухня, корпоративные напитки; Собственный спортзал на 1-м этаже офисного здания; Курсы английского языка за счет компании; Корпоративные мероприятия, team-building; Игры в волейбол и настольный теннис с коллегами каждую неделю. Помощь в релокации"," Опыт руководства отделом/команды от 3 лет Опыт коммерческой разработки: C#/C++/JavaScript/CSS/HTML/PHP/SQL; Умение выстраивать процессы работы отдела; Знание принципов и опыт применения гибких методологий; Навыки постановки задач и контроля Лидерские качества; Инициативность, целеустремлённость, настойчивость Системный подход к выстраиванию процессов, реализации задач "," Управление командой разработчиков (backend, frontend); Разработка и поддержание архитектуры проекта; Выбор технологий для реализации проектов; Контроль сроков и качества задач; Отладка, профилирование, оптимизация кода; Ревью кода; Разработка технической документации; Участие в подборе/найме специалистов Работа с мотивацией и адаптацией сотрудников отдела "," Оформление по ТК РФ, все социальные гарантии; Гибкий график работы (пятидневка, присутственное время с 10.00 до 17.00, но не менее 40 часов в неделю); ДМС после испытательного срока; Профессиональное обучение и сертификация, корпоративные тренинги и семинары; Работу в профессиональной команде. Многие специалисты являются уникальными в своей области; Комфортный офис класса А; Полностью оборудованная кухня, корпоративные напитки; Собственный спортзал на 1-м этаже офисного здания; Курсы английского языка за счет компании; Корпоративные мероприятия, team-building; Игры в волейбол и настольный теннис с коллегами каждую неделю. Помощь в релокации",JavaScript|CSS|HTML|Контроль качества|Постановка задач разработчикам,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
335,335,веб разработчик,Краснодар,60000.0,100000.0,Southmedia,2019-10-18T11:05:30+0300,От 3 до 6 лет,Полный день,Полная занятость,"Перфоманс-агентство Southmedia придирчиво ищет своего Web-разработчикa. Рассматриваем кандидатов уровня мiddle и выше. Если ты хочешь сделать интернет лучше, а жизнь пользователей проще и удобнее, то мы наверняка поладим. Ты должен уметь: интегрировать проекты на популярные CMS (1С-Битрикс, Drupal, Joomla и др.); работать c API сторонних сервисов; работать в любом из графических редакторов (Photoshop, Figma, Sketch); и знать PHP, MySQL, HTML, CSS, JS; Мы ждем, что ты: готов эффективно решать поставленные задачи точно в срок; спокойно относишься к рутинным действиям; стремишься к профессиональному росту; привык работать с большим объемом разнообразных задач; умеешь работать в команде. готов учиться новому. А предложим: хорошую зарплату (оклад + проценты); оформление согласно ТК РФ; пятидневную рабочую неделю; профессиональный рост; интересную работу. Но это предлагают все, а у нас есть еще: гибкий график работы; дополнительные оплачиваемые выходные; корпоративный английский язык; компенсация спорта и фитнеса; профессиональная библиотека, которая постоянно пополняется; оплата до 100% стоимости курсов и тренингов, семинаров, конференций по специальности; оплата до 50% стоимости непрофильного обучения.",Без требований,Без обязанностей,Без условий,1С-Битрикс|PHP|MySQL|HTML|CSS|Ajax|Joomla|Drupal|API|ModX|JavaScript|Adobe Photoshop|PHP5|HTML5,0.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
409,409,веб разработчик,Краснодар,60000.0,90000.0,"НЕВА, Холдинг безопасности",2019-10-14T07:53:56+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Холдинг Безопасности «НЕВА» - это стабильная‚ динамично развивающаяся компания в охранной сфере. Во многом это заслуга наших сотрудников! Мы преданы своему делу и ориентированны на предоставление сервиса высокого уровня. На данный момент в нашей компании работает более 6500 высококвалифицированных специалистов. Присоединяйтесь к команде профессионалов! Обязанности: разработка новых модулей и поддержка уже существующего функционала; участие в полном цикле разработки программного обеспечения совместно с командой; работа с Laravel PHP Framework; документирование деятельности по запросу (техническая документация). Требования: высшее образование (в IT или смежной сфере); желателен опыт работы от 1 года в аналогичной должности или же портфолио с работами; знание HTML, CSS, JS, PHP, MySQL, Node.JS, RestApi; работа с любым препроцессором CSS (желательно SCSS) Будет преимуществом (желательные навыки): умение настраивать сервер Nginx, Apache; работа с PostgreSQL, MSSQL; Условия: работа в крупной стабильной компании с новыми интересными проектами; официальное трудоустройство; стабильные выплаты заработной платы (З/П обсуждается с успешным кандидатом) график 5/2 (возможен более гибкий график); большая платформа для саморазвития и совершенствования; активная команда специалистов; перспектива карьерного роста."," высшее образование (в IT или смежной сфере); желателен опыт работы от 1 года в аналогичной должности или же портфолио с работами; знание HTML, CSS, JS, PHP, MySQL, Node.JS, RestApi; работа с любым препроцессором CSS (желательно SCSS) Будет преимуществом (желательные навыки): умение настраивать сервер Nginx, Apache; работа с PostgreSQL, MSSQL; ", разработка новых модулей и поддержка уже существующего функционала; участие в полном цикле разработки программного обеспечения совместно с командой; работа с Laravel PHP Framework; документирование деятельности по запросу (техническая документация). , работа в крупной стабильной компании с новыми интересными проектами; официальное трудоустройство; стабильные выплаты заработной платы (З/П обсуждается с успешным кандидатом) график 5/2 (возможен более гибкий график); большая платформа для саморазвития и совершенствования; активная команда специалистов; перспектива карьерного роста.,Без ключевых навыков,0.2333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
