,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1007,1007,middle angular frontend разработчик,Самара,,,"СимбирСофт,ООО",2019-10-17T08:43:07+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"В рамках нашего направления Front-end разработки мы создаем и развиваем интерфейсы компаний Mail.ru, CarPrice, ЦИАН, QIWI, Lamoda, Ferrero, SKB_Lab, Дом.ру, Delloite и многие другие. Наши разработчики создают интереснейшие продукты для ведущих банков страны, call-центров, финансовой и бухгалтерской сферы, индустрии развлечений, помогают в решении уникальных бизнес задач и других. Основные задачи: Реализация новой функциональности продукта (angular 5+, html5); Поддержка существующего кода; Написание unit тестов на ключевой функционал приложения, участие в ревью кода; Работа в большой команде, участие в ежедневных митингах, обсуждениях задач. Требования: Опыта разработки на Angular от 1 года; Высокий уровень знаний JavaScript, ES6; Уверенные знания RxJS; стек фронтенд-технологий: HTML 5, CSS3 (SASS), JS (ES6, Typescript), Angular 2-6; Karma, Jasmine; Webpack; Git; Опыт работы с препроцессорами (sass, less); Понимание принципов DRY, SOLID; Умение писать чистый документированный код и разбираться в чужом, анализировать и предлагать свои решения. Плюсом будет: Опыт разработки SPA с использованием таких технологий как AngularJS/React/Vue.js от 2х лет; Уверенное знание паттернов проектирования ООП; Опыт работы в команде разработчиков; Знакомство с agile методологией разработки; Опыт оптимизации загрузки и производительности веб-приложений; Опыт разработки SSR; Опыт разработки на любом другом языке программирования; Понимание принципов UI/UX. Условия: Работа в крупной компании, в сплоченном коллективе единомышленников; Сертификация за счёт компании; Возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; Возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи); Современная и уютная зона отдыха с чаем/кофе; Гибкий график работы, который позволяет выспаться; Компания материально поощряет сотрудников заниматься спортом; Курсы английского языка; Белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный."," Опыта разработки на Angular от 1 года; Высокий уровень знаний JavaScript, ES6; Уверенные знания RxJS; стек фронтенд-технологий: HTML 5, CSS3 (SASS), JS (ES6, Typescript), Angular 2-6; Karma, Jasmine; Webpack; Git; Опыт работы с препроцессорами (sass, less); Понимание принципов DRY, SOLID; Умение писать чистый документированный код и разбираться в чужом, анализировать и предлагать свои решения. Плюсом будет: Опыт разработки SPA с использованием таких технологий как AngularJS/React/Vue.js от 2х лет; Уверенное знание паттернов проектирования ООП; Опыт работы в команде разработчиков; Знакомство с agile методологией разработки; Опыт оптимизации загрузки и производительности веб-приложений; Опыт разработки SSR; Опыт разработки на любом другом языке программирования; Понимание принципов UI/UX. ",," Работа в крупной компании, в сплоченном коллективе единомышленников; Сертификация за счёт компании; Возможность прокачаться в разных направлениях: глубже изучить JS, либо стать full-stack разработчиком; Возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи); Современная и уютная зона отдыха с чаем/кофе; Гибкий график работы, который позволяет выспаться; Компания материально поощряет сотрудников заниматься спортом; Курсы английского языка; Белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный.",
