,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
699,699,php разработчик php developer,Новосибирск,,,ПРО ДЕВЕЛОПМЕНТ,2019-10-15T12:17:39+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания ПРО ДЕВЕЛОПМЕНТ является признанным лидером в сфере разработки специализированных ИТ решений для автобизнеса. Основные направления деятельности компании связаны с разработкой платформы системной интеграции участников рынка, распределенных e-commerce систем и специализированных высоконагруженных экспертных сервисов. Компания представлена на рынках РФ, СНГ и ЕС, где ее клиентами являются бренды с мировым именем, лидеры рынка и крупные региональные операторы. Мы используем современные технологии при разработке решений enterprise уровня, которые охватывают весь информационный контур продуктов компании от решений для мобильных устройств и веб-интерфейсов вплоть до высоконагруженных серверных компонентов, обрабатывающих большие объемы данных. У нас работает квалифицированная команда, способная к адекватной и продуктивной внутренней коммуникации, разделяющая ценности и дух совместной работы над сложными проектами. Наши сотрудники всегда готовы поделиться опытом и прийти на помощь коллегам. Ключевые члены команды – высококлассные специалисты, имеющие за плечами большой опыт работы в крупных международных проектах. Мы приглашаем Вас присоединиться к команде экспертов в области разработки высоконагруженных распределенных систем. Обязанности: Разработка нового функционала и доработка существующего; Верстка web-страниц; Интеграция с внешними сервисами; Оценка сроков выполнения задач и контроль за ними; Участие в обсуждении новой функциональности и технологий. Требования: Опыт разработки проектов на PHP + MySQL; Уверенные знания верстки HTML и CSS; Опыт кросс-браузерной верстки; Опыт использования шаблонизаторов (twig); Знание любого современного PHP фреймворка (Symfony, Laravel, Yii2); Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.), плюсом будет опыт работы с NoSQL; Знание REST и клиент-серверных архитектур; Знание JavaScript и любого JavaScript-фреймворка ( jQuery, VueJS, Angular, React); Знание и понимание ООП, паттернов проектирования (понимание принципов SOLID и MVC); Способность разобраться в чужом коде; Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт оценки задач и сроков выполнения, а также контроля сроков. Будет плюсом: Знание Docker, Redis, RabbitMQ, Elasticsearch. Условия: Официальное трудоустройство; Внутреннее обучение, профессиональный рост; Дружный коллектив; Комфортные рабочие места; Удобный график."," Опыт разработки проектов на PHP + MySQL; Уверенные знания верстки HTML и CSS; Опыт кросс-браузерной верстки; Опыт использования шаблонизаторов (twig); Знание любого современного PHP фреймворка (Symfony, Laravel, Yii2); Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.), плюсом будет опыт работы с NoSQL; Знание REST и клиент-серверных архитектур; Знание JavaScript и любого JavaScript-фреймворка ( jQuery, VueJS, Angular, React); Знание и понимание ООП, паттернов проектирования (понимание принципов SOLID и MVC); Способность разобраться в чужом коде; Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт оценки задач и сроков выполнения, а также контроля сроков. Будет плюсом: Знание Docker, Redis, RabbitMQ, Elasticsearch. ", Разработка нового функционала и доработка существующего; Верстка web-страниц; Интеграция с внешними сервисами; Оценка сроков выполнения задач и контроль за ними; Участие в обсуждении новой функциональности и технологий. ," Официальное трудоустройство; Внутреннее обучение, профессиональный рост; Дружный коллектив; Комфортные рабочие места; Удобный график.",
