,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
170,170,language expert,Новосибирск,20000.0,40000.0,ВЕЛВЕТЕК Системз,2019-10-10T05:22:14+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"About Us Velvetech Systems is an international company with 15 years of history. Our offices are located in Chicago, Novosibirsk and Omsk. Our customers are major American healthcare associations, leading pharmaceutical, energy companies, equipment manufacturers, financial organizations. We utilize the best and the most contemporary development tools and technologies including latest version of SQL Server, Visual Studio, ASP.NET MVC, EntityFramework, NHibernate, AngularJS, KnockoutJS, JIRA, Confluence, TeamCity, ReSharper, etc. We are looking for graduates (or students in their final years) with excellent English skills and analytical thinking who are ready to grow in IT industry. If you can do the following: Help developers understand and produce texts in English (emails, technical documentation, technical design specification, scope of work) Check and edit English texts in business emails, documentation, user interface of the developed software, You can grow fast to become: Business Analyst Quality Control Manager Client Account Executive Customer Service Executive We want you to become an important part of the software development team and work with us on challenging and exciting projects for leading American companies. Work Conditions: Challenging and exciting projects; Official employment; Compliance with the labor code; Vast opportunities for career development; Flexible schedule; Young and friendly team; Bonuses per project results; Voluntary health insurance coverage; Convenient location (one-minute walk to “Syeyatel” train station).",,,,
