,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1097,1097,lead game designer ведущий гейм дизайнер,Новосибирск,100000.0,250000.0,Скайтек,2019-10-13T07:27:13+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Топ-1 вакансия в Новосибирске в этой сфере. Не стесняйся - пиши, пообщаемся :) Работа в офисе в Академгородке, удаленных сотрудников не рассматриваем. Задачи: Возглавить отдел гейм-дизайна компании. Обучать гейм-дизайнеров и учиться самому (да, нам есть чем поделиться, мы уже более 7 лет успешно работаем в мобильном f2p и довольно хорошо в нем разбираемся). Заниматься подбором и обучением новых сотрудников. Работать над игровым балансом, экономикой и монетизацией в ключевых проектах компании Придумывать новый контент, акции, массовые ивенты Анализировать результаты всех своих действий Отслеживать текущие тенденции на рынке и внедрять их Участвовать в разработке интерфейсов и продумывать эргономику Разрабатывать концепции новых игр и прорабатывать игровые механики Требования: Опыт работы в должности Lead Game Designer / Producer не менее 3 лет Опыт работы в коммерчески успешных проектах обязателен (не менее $100 000 ежемесячной выручки). Глубокое понимание F2P монетизации в мобильных играх Высшее образование, хорошая математическая база Богатый игровой опыт от мобильных игр до PC и консолей, от свежих релизов до «классики» Будет плюсом: Опыт работы в должности Lead Game Designer / Producer в крупных игровых студиях, таких как : Game Insight, Plarium, Nival, Games Mail.ru, Wargaming, Kefir и других Мы предлагаем: Белую зарплату и официальное трудоустройство Гибкий график работы Оплачиваемый отпуск и больничный Компенсацию посещения спортзалов Офис компании представляет собой отдельно стоящее 2-этажное здание на огороженной территории, с деревьями, лавочками, площадкой для мангала и удобной парковкой Своя кухня, сладости, фрукты, чай и кофе. Теннис, настольный футбол и игровая комната с PS4 Крутые корпоративы и тематические вечеринки Интересная и творческая работа, возможность учиться у профессиональных коллег Мы ждем от Вас: Резюме Готовность выполнить тестовое задание",,,,
192,192,специалист по разработке алгоритмов и математических моделей,Новосибирск,150000.0,250000.0,Восток 19,2019-09-22T12:38:48+0300,Нет опыта,Удаленная работа,Полная занятость,"Обязанности: Разработка семейства алгоритмов для создания единственного индивидуального и множественного индивидуального оптимального динамического пути питания при большом многомерном наборе ограничений (время, стоимость, показатели здоровья, ограничения доступности пищи, приемлемые показатели поведения и показатели предпочтений в еде) на основе полных и неполных данных. Разработка алгоритмов и рекомендательных систем для предпочтительного выбора продуктов питания на основе профиля пользователя и истории (полная или неполная) Работа над практическим внедрением с поддержкой специальной технологической группы, чтобы оптимизировать стабильность, время отклика и приемлемость для пользователя. Требования: Степень в области статистики и данных на уровне не ниже магистра Техника оптимизации (выпуклая оптимизация, теория оптимального управления и динамическое программирование) Статистика (Байесовская статистика, многомерный анализ) Основные наборы инструментов машинного обучения и интеллектуального анализа данных Вероятности (марковские процессы) Свободное владение программированием на Python и часто используемыми библиотеками, поддерживающими вышеуказанные задачи Разговорный английский на хорошем уровне",," Разработка семейства алгоритмов для создания единственного индивидуального и множественного индивидуального оптимального динамического пути питания при большом многомерном наборе ограничений (время, стоимость, показатели здоровья, ограничения доступности пищи, приемлемые показатели поведения и показатели предпочтений в еде) на основе полных и неполных данных. Разработка алгоритмов и рекомендательных систем для предпочтительного выбора продуктов питания на основе профиля пользователя и истории (полная или неполная) Работа над практическим внедрением с поддержкой специальной технологической группы, чтобы оптимизировать стабильность, время отклика и приемлемость для пользователя. ",,Английский язык|Python|Mathematical Analysis|Mathematical Programming|Mathematical Statistics
602,602,team lead senior android developer,Новосибирск,150000.0,220000.0,Навигационные системы,2019-10-15T08:35:24+0300,От 3 до 6 лет,Полный день,Полная занятость,"NAVITEL - производитель портативных автонавигаторов и видеорегистраторов, разработчик навигационного программного обеспечения, картографических онлайн-сервисов. Наш основной продукт - Навител Навигатор - это навигационное ПО для мобильных платформ (Android, iOS), автомобильных навигаторов (Linux, Android, QNX) и других устройств. Сервис покрывает страны СНГ, Европы, Азии и Латинской Америки. На протяжении 13 лет мы помогаем в путешествиях более 40 миллионам пользователей. Мы являемся компанией полного цикла: самостоятельно создаем продукт, начиная с производства картографического материала и заканчивая релизами текущих версий для собственной линейки устройств. Зачем нужна эта вакансия? Всё это время мы занимались кроссплатформенной разработкой нашего приложения (С++) с универсальным GUI, который не учитывал стандарты и требования конкретной платформы к интерфейсу. Благодаря этому, наше приложение было легко портируемым под любые платформы, но с развитием мобильного рынка и повышением требований пользователей к приложению, у нас возникла потребность в разработке нового интерфейса для Android устройств. Сейчас мы ведем работу по полному отказу от портабельного C++ интерфейса в пользу привычного для всех пользователей Android «Material design». Кроме того, мы разрабатываем Android приложения в рамках других проектов компании, в том числе, для устройств, выпускаемых под собственным брендом. Чего мы хотим? Мы находимся в процессе реализации нативного Навител Навигатор под Android, уже реализовано около 50% общего объема задач. Мы в поисках Технического лидера, которому будут интересны задачи, связанные с формированием и управлением командой (сейчас в команде два Android-разработчика), архитектурой и UI-частью нашего приложения c учетом «Material Design» и лучших практик реализации продуктов под Android. Основные технические требования: Опыт Android разработки от 3-х лет; Наличие завершённых проектов, которые можно посмотреть; Опыт разработки пользовательских интерфейсов, знание гайдлайнов и основных принципов «Material Design»; Уверенное знание Java Core, Android SDK. Мы предлагаем: Принять участие в новом проекте компании и совместно с командой спроектировать и реализовать полезный продукт для огромной аудитории пользователей. Кроме того, мы предоставляем свободу в выборе конкретных технических инструментов для реализации, а также возможность поделиться своей экспертизой с командой и применить ее в других проектах компании. Помимо этого: Официальное трудоустройство, полный соц. пакет (оплачиваемый больничный, отпуск), заработная плата обсуждается по результатам интервью; Уютное рабочее место в новом офисе Наукограда Кольцово, большая, удобная парковка; Полностью оборудованная кухня в офисе, чай и кофе, комната отдыха; Гибкий график работы; Насыщенная корпоративная жизнь.",,,,Android|Android SDK|Java|Material Design|Kotlin
1010,1010,ведущий программист js,Новосибирск,160000.0,243000.0,Тензор,2019-09-23T09:56:41+0300,Более 6 лет,Гибкий график,Полная занятость,"let promise = new Promise((res, rej) =&gt; {isExpertOfJS(() =&gt; res(true))}) Если… вы знаете чем ES2015 отличается от ECMAScript 5 названия jQuery, Angular, React, Meteor, Raphael, D3 для вас не пустой звук, а знакомые инструменты… вы знаете не только «что» они делают, но «почему и как» , а на полке давно пылится свой JavaScript-фреймворк , лишенный их недостатков… фраза про « JavaScript на сервере и Virtual DOM » вызывает не оторопь, а открывает новые возможности… Мы ждем именно вас – того, кто понимает и ценит JS-код! Мы – это ИТ-компания федерального масштаба, миллионы клиентов которой ежедневно работают в одном из крупнейших web-приложений страны. Вам предстоит принять участие в создании «платформы» – фундамента целостной экосистемы создания, развертывания и поддержки масштабируемых web-решений. Инструментарий прикладного разработчика, средства визуальной верстки и анализа производительности, ядро кросс-платформенных приложений и даже собственный фреймворк готовых бизнес-компонентов – лишь некоторые из ее частей. Ведущий JS-разработчик платформы у нас – это не «вещь в себе», а, в некотором роде, евангелист. Тот, кто может не только «сделать сам», но и «продать» свой вариант разработчикам прикладных модулей – провести презентацию, помочь внедрить, объяснить и убедить в эффективности предлагаемых решений. А убеждать придется часто – ведь у нас уже 11 центров разработки по всей стране! Конечно, в одиночку такая задача непосильна, поэтому вам придется набирать, растить и организовывать команду из разработчиков и QA-специалистов, проектировщиков и специалистов по документации. Внутри команды вы можете применять любые методики – Scrum, Agile, Kanban, парное и экстремальное программирование, но главное – результат и качество приложения и документации. Вопросы поиска, финансирования и размещения ваших сотрудников в современных удобных офисах мы берем на себя. Но от вас будем требовать обеспечения грамотной разработки и экспертизы архитектурных решений, подготовки технических заданий и контроля качества их реализации в рамках команды. То есть вы сами должны быть опытным разработчиком, а не просто «менеджером». Math.exp(x): Мы верим, что претендент на вакансию ведущего JS-разработчика сталкивался и с другими технологиями. Мы разрабатываем бэкенд на C++, Python, JavaScript (NodeJS), а в качестве хранилища данных используем PostgreSQL. Поэтому мы будем рады узнать о наличии у вас: опыта разработки на указанных выше ЯП или любом диалекте SQL способности чувствовать «красоту кода» навыков управления командой разработки участия в разработке высоконагруженных проектов профильного (ИТ/инженерного) образования желания развиваться – как вместе с нами, так и самостоятельно promise.then(checkSalarySum) На старте мы предлагаем от 160 до 243 т.р., но размер итоговой компенсации определяется только вашими способностями и эффективностью работы вашей команды. Кроме этого мы предлагаем: оформление по ТК РФ; социальные гарантии; ДМС после года работы в компании; курсы английского языка; корпоративные праздники и различные совместные мероприятия; корпоративные спортивные программы.",,,,
254,254,team lead руководитель группы (javascript),Новосибирск,160000.0,243000.0,Тензор,2019-09-30T09:57:12+0300,От 3 до 6 лет,Полный день,Полная занятость,"Тензор– крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. Систему СБИС придумали, создали и постоянно совершенствуют почти 1500 разработчиков в 11 центрах разработки по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшена”. Присоединившись к нашей команде, у вас будет возможность усовершенствовать систему СБИС. Результатом вашей работы будут пользоваться более миллиона людей – на компьютерах, планшетах и смартфонах. Мы не работаем под заказ, мы создаем тиражные продукты. Используемый стек технологий: C++, Python, PostgreSQL, Javascript, TypeScript, NodeJS, Redis, ElasticSearch, Clickhouse. Вам не нужно знать буквально все наши технологии. Нужна светлая голова и страстное желание работать. Делать лучший продукт в России. Мы ждем от вас: Опыт коммерческой разработки; Опыт и желание руководить группой; Готовность экспериментировать и изучать новое; Отличные знания javascript, опыт работы с фрэймворками; Умение читать чужой код; Желание и умение писать красивый, структурированный, системный код. Вам предстоит заниматься: Разработкой архитектурных решений; Организацией рабочих процессов внутри команды, распределением задач и ролей; Взаимодействием со смежными командами; Ревью кода, менторство; Обсуждением с проект-менеджером задач бизнеса; Контролем выполнения задач своего отдела и смежных. Мы предлагаем: заработная плата в зависимости от квалификации и уровня ответственности; оформление по ТК РФ; премии от 5 до 20% по итогам работы за месяц; социальные гарантии; ДМС после года работы в компании; курсы английского языка; спортивные программы; корпоративные праздники и различные совместные мероприятия.",,,,JavaScript|HTML|CSS|Управление проектами
651,651,senior machine learning developer (c++),Новосибирск,160000.0,240000.0,Тензор,2019-10-07T09:09:55+0300,От 3 до 6 лет,Полный день,Полная занятость,"Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. У нас всегда много планов и задумок, и именно поэтому мы в поиске опытного специалиста по машинному обучению. Большое разнообразие продуктов компании позволит вам применить свои знания в интересующей вас области машинного обучения. А большое количество клиентов не оставит вас без данных для обучения. Мы ждем от Вас: Экспертные знания C++ или Python; Опыт промышленного использования Machine Learning и Deep Learning; Опыт и желание руководить группой таких же единомышленников; Опыт работы от 5 лет, в направлении ML/DL от 2-х лет. Мы предлагаем: Интересные задачи; ДМС после года работы в компании; Премии по итогам работы за месяц; Корпоративные праздники, совместные мероприятия, курсы иностранных языков.",,,,
282,282,ведущий python разработчик,Новосибирск,160000.0,243000.0,Тензор,2019-09-23T09:56:12+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. Систему СБИС придумали, создали и постоянно совершенствуют более 1000 разработчиков в 11 филиалах по стране. У нас есть фанаты дата-майнинга, эксперты в разработке кроссплатформенных приложений и высоконагруженных систем, разработчики мобильных, настольных и веб-приложений, специалисты по обработке, анализу и хранению больших массивов данных. На позиции ведущего программиста вы будете заниматься не просто кодированием, а управлением кодом, проектированием архитектуры систем. Причем не только и не столько своими руками, сколько руками команды. Вы сможете попробовать применить на практике любые методики управления, но от вас всегда будет требоваться результат. Чтобы руководить разработкой вы должны быть сами отличным разработчиком. И всегда стремится изучать новое. Вам предстоит: разрабатывать распределенные высоконагруженные информационные системы; разрабатывать объекты бизнес-логики и эффективные методы для доступа к данным; оптимизировать скорость обращения к данным. Мы ждем от Вас: владение Python на высоком уровне; знание ООП; знание паттернов проектирования и умение их применять; опыт работы с базами данных; Плюсом будет: знакомство с HTML, CSS, JavaScript. Мы предлагаем: заработную плату в зависимости от квалификации и уровня ответственности; премии от 5 до 20% по итогам работы за месяц; корпоративное обучение; перспективы карьерного и профессионального роста; ДМС после года работы в компании ; курсы английского языка; корпоративные праздники и различные совместные мероприятия, спортивные программы.",,,,
429,429,backend fullstack (node.js) deveoper,Новосибирск,162500.0,260000.0,Город Иннополис,2019-09-17T10:33:53+0300,От 3 до 6 лет,Полный день,Полная занятость,"В зарубежную компанию требуется Fullstack разработчик Main responsibilities: Design, develop and support a complex web system Create clear, consistent and easy-to-use web API Optimize applications for performance, scalability, security and user experience Working closely with a team of professionals Requirements – Must have 4+ years proven experience developing backend systems, web services References from former employers and co-workers or community OS projects Having a solid experience with DBs, RDBMS (MySQL preferable) Excellent knowledge of Node.JS , RESTful APIs, HTTP(S) Essential knowledge of Front-end technologies : HTML, CSS, JavaScript English level – intermediate at least Bonus skills - Good to have BS degree in Computer Science or a related field Experience with React.JS VOIP and SIP communication Experienced with backend for mobile-apps Software-security background Scrum / Agile basics, Git System and Devops knowledge NoSQL (Redis preferable) Условия: Конкурентная заработная плата Экологически чистое место со всей необходимой для комфортной жизни инфраструктурой (Современный офис, мед.центр, спортивный комплекс) Оплата комфортабельной квартиры в Иннополисе с мебелью и подземной парковкой в 5 минутах от офиса Оплата спорткомплекса ДМС Современный офис в Иннополисе с плюшками и гибким началом рабочего дня",,," Конкурентная заработная плата Экологически чистое место со всей необходимой для комфортной жизни инфраструктурой (Современный офис, мед.центр, спортивный комплекс) Оплата комфортабельной квартиры в Иннополисе с мебелью и подземной парковкой в 5 минутах от офиса Оплата спорткомплекса ДМС Современный офис в Иннополисе с плюшками и гибким началом рабочего дня",
379,379,"lead game designer (кипр, лимассол)",Новосибирск,175000.0,245000.0,Кадровое агентство Алексея Сухорукова,2019-09-17T13:10:56+0300,Более 6 лет,Полный день,Полная занятость,"Успешная геймдев-компания, недавно выпустившая на рынок новую мобильную игру, получившую более 4 млн скачиваний, ищет в свою команду гейм-дизайнера уровня Lead или Senior. Компания создана в 2017 году ветеранами игровой индустрии и претендует на долю рынка мобильных игр. Ты будешь работать в команде профессионалов, имеющих за плечами выпущенные востребованные игры. Тебе предстоит разрабатывать два популярных проекта в комфортной дружелюбной обстановке в теплой стране. От тебя ожидают: Опыт в game design от 5-х лет Наличие в портфолио выпущенных крупных проектов (каузальных и не только) Успешный результат в проектах, измеримый в цифрах Будет плюсом: Опыт управления командой Представление и практический опыт монетизации игр Тебя ждет: Соразмерная опыту заработная плата — от 2500 до 3500 евро до вычета налогов Рабочий день с 11:00 до 20:00 Один из лучших офисов в новом здании с зоной отдыха, верандой с видом на горы и море А еще ты получишь: Рабочую визу, которую оформляет работодатель Оплату билета на Кипр Компенсацию на первичные расходы в 500 евро Бесплатное проживание в течение 2-х недель в Лимассоле на период поиска квартиры Помощь во всех вопросах до и после релокации Отправляй резюме! Почему стоит обратиться к нам? ✓ Прежде всего наши услуги бесплатны для кандидатов! ✓ Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по релокации новоиспеченных сотрудников за границу позволяет решать вопросы любого уровня сложности. ✓ Мы сотрудничаем с десятками компаний по всему миру. Мы знаем все о них. Мы знаем все о странах, в которые они ищут своих будущих сотрудников. Мы знаем все тонкости процессов рекрутинга в каждой из них. ✓ Мы умеем находить для них самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей в разных странах. ✓ И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓ Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.",,,,Game Programming
1056,1056,"full stack developer (кипр, лимассол)",Новосибирск,195000.0,227500.0,Кадровое агентство Алексея Сухорукова,2019-09-17T13:17:51+0300,От 3 до 6 лет,Полный день,Полная занятость,"В крупную финтех-компанию на Кипре (Лимассол), работающую на международном валютном рынке более 10 лет, требуется опытный Full Stack-разработчик со знанием Python. Компания является одним из лидеров не только валютного рынка, но и одним из крупнейших форекс-брокеров, производящего свои собственные финансовые продукты и сервисы. Клиентами сервисов являются представители Европы, Азии, Ближнего Востока, стран СНГ и России, совершающие ежемесячно сделки объемом в 250 млрд долларов. Отличительной особенностью компании является не только глубокое понимание потребностей клиентов, но и абсолютная забота о своих сотрудниках: начиная от обеспечения виз и релокации и заканчивая корпоративным баром с соками, кофе и коктейлями. Тебя ждут следующие задачи: Участие в создании крупнейшей торговой платформы Предоставление надежных и производительных бэкенд-сервисов Работа в тесном сотрудничестве с Product and Sales-менеджерами для разработки и поставки новых функций и услуг для клиентов От тебя ожидают: Опыт коммерческой разработки на Python и JavaScript от 3-х лет Глубокое знание React Опыт проектирования и разработки продуктов с веб-фреймворками, базами данных, API Опыт проектирования и создания масштабируемых приложений Понимание важности культуры DevOps Будет плюсом: Знание Cloud Native Application Development и реальный опыт работы с ним Опыт в Go или C ++ Обязательно: Высшее образование Владение английским языком Что тебе предоставят: Соразмерную опыту заработную плату Предоставление рабочей визы для сотрудника и зависимых виз для членов семьи Что тебя ждет: Команда IT-профессионалов Интересные и сложные задачи Релокационный оплачиваемый пакет (виза, билеты, корпоративная квартира на 1 месяц) Корпоративный автомобиль (на все время работы) И еще сверху много солидных плюшек: Корпоративный фитнес Оплачиваемая парковка 50% скидка на изучение английского и греческого языков Медицинская страховка на сотрудника и членов его семьи Частичное возмещение расходов на стоматологические услуги и услуги офтальмолога Полное покрытие расходов на прививки детям до 2 лет Занятия йогой на крыше офиса с шикарным видом на море Развлечения - корпоративные аквабайки, спортивные и семейные мероприятия, веселые корпоративные праздники и многое другое. Почему стоит обратиться к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по релокации новоиспеченных сотрудников за границу позволяет решать вопросы любого уровня сложности. ✓Мы сотрудничаем с десятками компаний по всему миру. Мы знаем все о них. Мы знаем все о странах, в которые они ищут своих будущих сотрудников. Мы знаем все тонкости процессов рекрутинга в каждой из них. ✓Мы умеем находить для них самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.",,,,PHP|Amazon AWS|JavaScript|MySQL|MongoDB
