,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1099,1099,руководитель проектов по внедрению 1с,Новосибирск,,,ИнфоСофт,2019-09-30T14:01:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания «ИнфоСофт» — ведущий партнер фирмы 1С. За 22 года на рынке мы внедрили более 8 тысяч информационных систем учета и управления предприятием разного уровня сложности: от малого бизнеса до крупнейших в России предприятий и заводов. Многие проекты, над которыми работает компания, не имеют аналогов. А таким уровнем и опытом, которыми владеют некоторые специалисты &quot;ИнфоСофт&quot;, могут похвастаться всего пара десятков людей на всю страну. На протяжении 5 лет мы входим в ТОП-100 лучших работодателей России по версии сайта НН.ru. Нам нужен руководитель проектов, который: - имеет опыт управления проектами по внедрению 1С от года; - знает проектные технологии; - умеет формировать команду, распределять ресурсы, ставить задачи, расставлять приоритеты; - готов контролировать выполнение работ на всех этапах, управлять возможными рисками и изменениями в проектах; - умеет выстраивать эффективные коммуникации как в рамках проектной команды, так и с заказчиком – информирует об этапах проекта, разрешает спорные ситуации, ведет проектную документацию; - оказывает сотрудникам оперативную помощь на сложных этапах работы, поддерживает доброжелательные отношения внутри команды, мотивирует и помогает развиваться; - системно и гибко мыслит и обладает организаторскими способностями; - имеет возможность ездить в командировки. Мы предлагаем: - управление крупными и значимыми проектами по развитию и автоматизации бизнеса не только в Новосибирске, но и по всей России, - опыт работы с разнообразными клиентами от стартапов до производителей самолетов и космической техники, - сплоченную команду экспертов высокого уровня, - адекватное руководство и доброжелательную атмосферу в коллективе, - полезные тренинги и обучение за счет компании, - высокий уровень дохода, выплаты своевременно.",,,,
