,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
526,526,senior developer c# .net ведущий инженер программист,Новосибирск,,,НПФ Гранч,2019-10-14T05:02:41+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы - стабильная, не перестающая развиваться компания - лидер рынка систем подземной связи, автоматизации и управления технологическими процессами. Мы более 25 лет на рынке. В числе реализованных проектов первый в мире подземный интернет, первая в мире подземная искробезопасная Wi-Fi инфраструктура, первая в мире система точного подземного позиционирования, комплекс &quot;Умная шахта&quot; и множество других разработок, задающих тенденцию развития отрасли. Обязанности: разработка и проектирование клиент-серверного программного обеспечения. Знание: знание ООП, ООД, С#, .NET- платформа, БД, WPF; желательно знание основных принципов работы вычислительных сетей и протоколов (IP, TCP. UDP); желательно знание C++, JAVA. Условия: работа в стабильной развивающейся компании; официальное трудоустройство, соц. пакет согласно ТК РФ; пятидневная рабочая неделя; рабочий день с 8-00 до 17-00 (есть возможность корректировки графика работы); своевременная &quot;белая&quot; заработная плата. размер заработной платы готовы обсуждать с кандидатами в зависимости от их уровня знаний и опыта, дополнительное премирование по результатам проектов; отлично оборудованный комфортный офис в 15 мин от ст. метро &quot;Березовая роща&quot;; участие в профильных семинарах, конференциях, выставках;- конструктивная рабочая атмосфера; дружный коллектив, корпоративные праздники и мероприятия; бесплатный спортзал с душем, оборудованная кухня и вкусный кофе в офисе, несколько хоро-ших столовых и кафе рядом с офисом. Мы ищем в команду человека, который: постоянно учится и развивается; всегда нацелен на результат; умеет работать в команде; не боится сложных задач; обладает самостоятельностью; любит свою работу. У нас дружный коллектив. Решаем интересные разноплановые задачи. Если Вы не обладаете перечисленными навыками на высоком уровне, но уверены в себе и хотите расти и развиваться, то мы Вас ждем.",,," работа в стабильной развивающейся компании; официальное трудоустройство, соц. пакет согласно ТК РФ; пятидневная рабочая неделя; рабочий день с 8-00 до 17-00 (есть возможность корректировки графика работы); своевременная &quot;белая&quot; заработная плата. размер заработной платы готовы обсуждать с кандидатами в зависимости от их уровня знаний и опыта, дополнительное премирование по результатам проектов; отлично оборудованный комфортный офис в 15 мин от ст. метро &quot;Березовая роща&quot;; участие в профильных семинарах, конференциях, выставках;- конструктивная рабочая атмосфера; дружный коллектив, корпоративные праздники и мероприятия; бесплатный спортзал с душем, оборудованная кухня и вкусный кофе в офисе, несколько хоро-ших столовых и кафе рядом с офисом. Мы ищем в команду человека, который: постоянно учится и развивается; всегда нацелен на результат; умеет работать в команде; не боится сложных задач; обладает самостоятельностью; любит свою работу. У нас дружный коллектив. Решаем интересные разноплановые задачи. Если Вы не обладаете перечисленными навыками на высоком уровне, но уверены в себе и хотите расти и развиваться, то мы Вас ждем.",
