,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1040,1040,"web developer (javascript, reactjs)",Самара,,,Profit Center,2019-09-24T15:14:06+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Добрый день. Компания Profit Center ищет в свою команду Web-разработчика. Работа заключается в разработке веб интерфейсов для торговли на финансовых рынках. Предстоит иметь дело с написанием быстрых и эффективных приложений, оптимизацией кода и доработкой существующего функционала. Идеально для нас: Javascript от 1−2 года Опыт HTML верстки, адаптивная верстка Понимание ООП Знание ReactJS или желание перейти Умение разбираться в чужом коде Было бы плюсом: Знание PHP Компания предлагает: Удаленная занятость с гибким графиком работы Свобода действий и возможность принимать самостоятельные решения Опытная команда разработчиков Если вы рассматриваете удаленную занятость, вам интересно то, что я описала выше — присылайте ваше резюме. Пожалуйста, укажите вилку желаемой заработной платы в сопроводительном письме.",,,,JavaScript|jQuery|HTML|PHP|Bootstrap
