,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
320,320,инженер по автоматизации тестирования,Новосибирск,,,Навигационные системы,2019-10-15T08:35:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"NAVITEL - производитель портативных автонавигаторов и видеорегистраторов, разработчик навигационного программного обеспечения, картографических онлайн-сервисов. В данный момент мы развиваем 2 основных проекта: Навител Навигатор и Навител Мониторинг . Навител Навигатор - это навигационное ПО для мобильных платформ (Android, iOS), автомобильных навигаторов (Linux, Android, QNX) и других устройств. Сервис покрывает страны СНГ, Европы, Азии и Латинской Америки. На протяжении 13 лет мы помогаем в путешествиях более 40 миллионам пользователей. Мы являемся компанией полного цикла: самостоятельно создаем продукт, начиная с производства картографического материала и заканчивая релизами текущих версий для собственной линейки устройств. Навител Мониторинг — специализированное решение в сфере мониторинга транспорта для бизнес- и государственных заказчиков. Речь идет о веб-приложении, позволяющем в реальном времени определять точные координаты местоположения автомобиля, скорость передвижения, уровень топлива и показания других датчиков, вести наблюдение за прохождением рейсов по маршруту, посещением геозон, сливом топлива, а также строить отчеты по выбранным показателям. К системе предъявляются высокие требования в части нагрузок (несколько сотен тысяч устройств, передающих данные) и отказоустойчивости. Мы расширяем команду автоматизации тестирования и открываем позицию &quot;Инженер по автоматизации тестирования&quot;. Мы предлагаем принять участие в проекте по развитию текущей системы автотестов (мобильные платформы, веб). Чем предстоит заниматься: Покрытие автотестами функциональности продукта (Java/Python); Внедрение автотестов в процесс разработок ПО (CI/CD). Мы ожидаем от кандидатов: Опыт автоматизации тестирования или разработки мобильных приложений - от 1 года; Опыт программирования на Java/Python; Понимание принципов работы mobile- и web-приложений. Опыт работы с Linux на уровне пользователя; Опыт работы с одной из систем контроля версий. Мы предлагаем: Принять участие в развитии полезного продукта для огромной аудитории пользователей; Гибкий график работы, пятидневная рабочая неделя; Официальное трудоустройство, полный соц. пакет, сохранение полного оклада во время больничного, заработная плата определяется по итогам интервью; Уютное рабочее место в новом офисе Наукограда Кольцово, большая, удобная парковка. Дорога из Академгородка до офиса занимает 20-25 минут. Полностью оборудованная кухня в офисе, чай и кофе, комфортная комната отдыха; Отличные эмоции на корпоративных праздниках. А еще мы всегда рады принять в команду разработчиков С++. Порекомендуй те своего друга или знакомого и получите бонус за успешную рекомендацию: 30 000р за рекомендацию Middle- и 50 000р за Senior-разработчика, после прохождения им испытательного срока.",,,,
