,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
482,482,c# разработчик,Новосибирск,40000.0,120000.0,DataWorks,2019-10-15T07:06:15+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Привет, дорогой кандидат! Мы рады, что тебя заинтересовала наша вакансия C# разработчика, и сейчас всё про неё расскажем :) Кто такие мы? Классные ребята, объединённые в компанию DataWorks. Специализируемся на создании программного обеспечения для анализа данных и генерации печатных и интерактивных отчётов. Делаем это с 1999 года и можем уверенно сказать, что являемся профессионалами в своей области. Наша визитная карточка – флагманский продукт ActiveReports – используется по всему миру, именно поэтому качество разрабатываемого продукта для нас стоит во главе угла. Это большой, интересный и сложный (очень!) проект, который на рынке уже 15 лет. Мы хотим, чтобы наши решения не просто работали, но также были красивыми и удобными. В продуктовую линейку входят Active Reports и Active Reports Server, их выпуском занимается наш генеральный партнёр компания Grapecity (на их сайте можно посмотреть, что такое AR, как оно работает и из чего состоит). Большинство наших клиентов - зарубежные компании. Кого мы ищем? Джедаев C# разработки, от юных падаванов до опытных рыцарей. Почему вакансия висит так долго? У нас идет постепенное плановое расширение команды, и мы всегда готовы пообщаться с классными кандидатами. Когда находим подходящего разработчика, вакансия на hh.ru остается открытой, чтобы у новых ребят была возможность с нами познакомиться. Чего мы ждем от тебя: Хорошие знания .NET, C# Знание ООП (умение проектировать простые системы классов) Знакомство c CSS, JavaScript, html Понимание основ Test-Driven Development, Continuous Integration Знание английского на уровне Intermediate Высшее образование (очень желательно техническое) Что предлагаем: Официальное трудоустройство согласно ТК РФ и белую заработную плату Офис в самом сердце Академгородка, с уютными соснами за окном Изучение английского в офисе за счёт компании Ещё со своей стороны гарантируем тактичных коллег (интеллигентное ревью и вдумчивое тестирование), грамотный подход к разработке (никакого хардкодинга), Scrum без переработок, развитие без насилия, а также корпоративы, печеньки, пиццу и уважение к личности. Какие этапы общения: Выдаем тестовое задание. Технический скрининг по телефону на 15-20 минут (обсудить тестовое и несколько вопросов по технологиям). Приглашаем в гости к нам в офис, чтобы познакомиться поближе, рассказать о нас подробнее и ответить на все вопросы. Интересно? Откликайся, обсудим! :)",,,,C#|.NET|ООП
99,99,"full stack разработчик php, mysql, js",Новосибирск,50000.0,120000.0,Ganymeda,2019-09-18T09:23:47+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"WowVendor – компания занимающаяся оказанием внутриигровых услуг с 2014 года. Мы помогаем геймерам получать игровые достижения, награды и максимальное удовольствие от любимых онлайн игр! На наш сайт круглосуточно заходят тысячи игроков со всего мира, мы хотим, чтобы наш сервис был быстрым и работал как часы! В связи с развитием проекта, мы ищем в команду дополнительных разработчиков. Нам нужен Full-Stack, который будет заниматься поддержанием работоспособности существующих сервисов и развитием новых. ЧЕМ ТЕБЕ ПРЕДСТОИТ ЗАНИМАТЬСЯ: - поддержка работоспособности сайта; - доработка функционала и исправление багов; - проектирование и разработка сервисов компании; - расширение и поддержка существующих сервисов; - интеграция со сторонними поставщиками услуг; ТЫ МОЖЕШЬ СТАТЬ ЧАСТЬЮ КОМАНДЫ, ЕСЛИ: - ты усидчивый, ответственный, обучаемый; - ты умеешь работать как в одиночку так и в команде; - у тебя есть опыт работы по специальности от 2 лет; - ты умеешь детально разбираться в работе чужого кода; - ты знаешь английский язык на уровне чтения технической документации; НЕОБХОДИМЫЕ НАВЫКИ: - знание PHP 5.6, 7+; - знание MySQL (понимание JOIN-ов); - понимание ООП; - знание JavaScript (jQuery); - умение пользоваться GIT; - умение пользоваться PhpStorm; БУДЕТ ПРЕИМУЩЕСТВОМ: - понимание MVC; - понимание SOLID; - знание Design patterns; - знание Vue.js; - опыт администрирования Ubuntu server; - опыт администрирования Nginx; - опыт администрирования Apache; МЫ ПРЕДЛАГАЕМ: - з/п от 50 000 до 120 000 руб в месяц, определяется по результатам собеседования; - ЕЖЕНЕДЕЛЬНЫЕ выплаты зарплаты на банковскую карту; - полностью УДАЛЁННАЯ работа в Ирландской компании; - график работы - 6/7, гибкий 8 часовой рабочий день; - полная адаптация и обучение с напарником по всем аспектам; ПРЕИМУЩЕСТВА РАБОТЫ У НАС: - Тебе не нужно париться в неудобном офисе, соблюдать скучный дресскод или тратить время на дорогу в забитом общественном транспорте! Работа на дому комфортна и сэкономит кучу сил! - У нас доверительная атмосфера, нет корпоративных сплетен, никто никого не «подсиживает». В основе корпоративной культуры лежат честность и взаимопомощь. - Неформальное общение с руководством, все свои мысли, пожелания или недовольства можно смело выражать начальству. Важные вопросы решаются оперативно. - Участие в уникальном проекте, в котором любители онлайн игр создают крутую платформу для геймеров со всего мира! Присоединяйся к нашей команде и работай над уникальным проектом! Мы ждем твое резюме! Если вы дочитали до конца и заинтересовались этой вакансией, то, пожалуйста, заполните анкету в контактной информации .",,,,PHP|MySQL|ООП|Git|Jetbrains Phpstorm|JavaScript|jQuery|MVC|Ubuntu Server|Nginx
627,627,программист 1с,Новосибирск,50000.0,120000.0,Первый Бит,2019-10-03T07:13:58+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Первый БИТ всегда растет и развивается, в связи с чем ищем в свою команду опытных программистов 1С. ЗАДАЧИ: Анализ и решение проблем учета с использованием типовых продуктов 1С: ЗУП, БП, УТ, КА, УПП; Самостоятельная реализация необходимых доработок; Интеграция 1С с другими системами; Переносы данных, переходы на новые редакции; Участие в продаже проектов в качестве эксперта; Внедрение типовых конфигураций 1С, а также собственных отраслевых решений на платформе 1С. ОТ ВАС ТРЕБУЕТСЯ: Опыт внедрения и/или программирования в среде 1С от 1 года; Знание типовых конфигураций 1С (наличие сертификатов уровня «Специалист» будет преимуществом); Знание на профессиональном уровне одного или нескольких видов учёта: бухгалтерский и налоговый, финансовый, оперативный, управленческий. ЧТО ПРЕДЛАГАЕМ: Белая заработная плата: оклад (обсуждается на собеседовании) + бонусная часть в виде % от выполненного объема работ; Официальное трудоустройство с первого дня; Официальная сертификация в фирме 1С за счет компании; Сложные, разноплановые и интересные задачи; Возможность профессионального и карьерного роста: 80% руководителей отделов - это сотрудники, которые выросли внутри компании; График работы 5/2, 09:00 - 18:00.",,,,
228,228,инженер программист c#,Новосибирск,55000.0,150000.0,Кадровое агентство Алексея Сухорукова,2019-10-04T11:11:05+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Одна из уникальных компаний международного рынка, располагающаяся в Новосибирске, создающая софт для программистов, среды разработки и даже собственные языки программирования, ищет в свою команду талантливого C#-программиста. Основные заказчики компании – Cisco, Spirent, British Telecom, и то, что они делают для них, работает на серверах Apple, BMW, Verizon и у многих других. Компания приобрела широкую мировую известность своей долговременной и плодотворной работой в Eclipse Foundation, на Eclipse платформе разрабатываются перспективные решения, используемые как внутри компании, так служащие основой передовых коммерческих продуктов на мировом рынке ПО. Если ты обладаешь внутренней гибкостью и базовым пониманием парадигмы ООП, готов работать с любыми языками, технологиями и областями и жаждешь учиться новому в команде высококлассных разработчиков, то эта вакансия для тебя. Если ты: Имеешь опыт разработки на С# Готов изучать и программировать на Java Знаешь принципы, лучшие практики ООП, ООД Работал с базами данных: SQL, NoSQL Знаешь классические алгоритмы структуры данных, умеешь оценивать сложность алгоритмов и можешь писать производительный код Интересуешься современными средствами и методиками разработки Проявляешь интерес к новым технологиям и готов отойти от основного языка при необходимости То тебе предложат: Сложные и интересные задачи, как алгоритмические, так и архитектурные Высокое качество проектов, долговременную и стабильную работу по проектам в течении нескольких лет. Компания прилагает значительные усилия к тому, чтобы с тем, что они делают было приятно и удобно работать. Тщательное оформленные тесты и документацию Прозрачный карьерный рост и открытую систему оплаты труда Бонусом будет: Свободный график работы, частичная компенсация курсов и поездок на конференции Отличный комфортный офис в Академгородке Минимум бюрократии: в штате нет менеджеров, команды целиком состоят из инженеров Помощь в изучении других языков программирования и инструментов разработки Заинтересовали? Ждем твое резюме или вопросы. Почему стоит обратиться именно к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по подбору сотрудников позволяет решать вопросы любого уровня сложности. ✓Мы умеем находить для компаний самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей не только в Новосибирске, но и в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.",,,,C#|ООП|SQL|NoSQL
938,938,frontend developer (angular react),Новосибирск,60000.0,150000.0,Шарп Девелоперс,2019-09-21T07:42:37+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Веб программирование Вы должны уметь корректно заверстать HTML по PSD, разбираться в тонкостях работы разных браузеров, иметь чувство прекрасного. Умение встраивать в свой код вызовы различных веб-сервисов Наш стек технологий и тулзов разработки: Клиент: HTML5, CSS3, Javascript, Angular, ReactJS, KnockoutJS, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер (от вас не требуется, для информации!): Visual Studio 2012 - 2017, C#, Azure, ASP.NET MVC, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку, как в офисе, так и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам выполнения тестового задания Присоединяйтесь!",,,,JavaScript|frontend development|HTML|HTML5|CSS|CSS3|ReactJS|AngularJS|knockoutJS|mockups
95,95,"fullstack developer (angular, react, node,.net)",Новосибирск,60000.0,150000.0,Шарп Девелоперс,2019-09-25T10:50:21+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Серверное и Веб программирование Умение разбираться с чужим кодом и встраивать в свой код вызовы различных веб-сервисов Наш стек технологий: Фронт: HTML5, CSS3, Javascript, Angular, React+Redux, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер: .NET C#, MVC, Azure и AWS, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. Корпоративное обучение английскому языку, как в офисе, так и удаленно. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам собеседования. Присоединяйтесь!",,,,C#|jQuery|Git|ASP.NET|JavaScript|.NET Framework|HTML|WCF|MS SQL Server|CSS|Bootstrap|Ajax|HTML5|MVC|React|Redux|Angular 2+
812,812,php разработчик backend программист (middle senior),Новосибирск,60000.0,150000.0,Сибирские Технологии,2019-10-09T16:47:47+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мобильный сервис знакомств SkyLove приглашает PHP-разработчика . SkyLove – Международный сервис знакомств, социальная сеть, крутой мессенджер, поиск людей на карте. Мы являемся конкурентами популярных мобильных приложений знакомств, таких как Badoo или Tinder. Внимание! Сотрудник требуется в офис (Красноярск), кандидатам из других городов, предлагаем обдумать переезд в наш город. Обязанности: Поддерживать существующий код и развивать новый Backend функционал проекта SkyLove Работа над системой управления сервиса (доработка и улучшение админ панели сервиса) Оптимизация, документирование и рефакторинг существующего кода Умение читать, понимать и анализировать чужой код Писать код, адаптированный к высоким нагрузкам, обеспечивать задачи масштабируемости Работа над другими проектами компании Требования: Опыт работы от 3 лет; Отличное владение: PHP; JS (понимание структуры и алгоритмов, шаблонов проектирования); Отличное знание MySQL (оптимизация запросов), RESTful API, Redis; Отличное владение: ООП, MVC, защиты информации; Хорошее понимание Frontend технологий: CSS3 / HTML / Javascript / Webpack; Опыт или интерес к работе с другими языками (Scala, Go, Python); Проектирование API / DB / Mobile apps; Опыт работы и реализации real-time сервисов и приложений; Опыт работы с Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB); Необходимо создавать обдуманные и аргументированные решения и реализовывать их с минимумом «багов»; Опыт работы в команде с использованием GIT (bitbucket); Знание фрейморков codeigniter, laravel и тд; Знание API VK, API facebook. Плюсы работы в нашей команде: Работа в международном постоянно развивающимся IT проекте; Интересные задачи для профессионального роста; Возможности повышать квалификацию; Проект находится на стадии скачкообразного роста, при качественном и ответственном подходе к работе, вы можете занять руководящие посты; Своевременная и достойная зарплата. Условия: Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; (сб, вс, в случае необходимости срочного вмешательства); Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;"," Опыт работы от 3 лет; Отличное владение: PHP; JS (понимание структуры и алгоритмов, шаблонов проектирования); Отличное знание MySQL (оптимизация запросов), RESTful API, Redis; Отличное владение: ООП, MVC, защиты информации; Хорошее понимание Frontend технологий: CSS3 / HTML / Javascript / Webpack; Опыт или интерес к работе с другими языками (Scala, Go, Python); Проектирование API / DB / Mobile apps; Опыт работы и реализации real-time сервисов и приложений; Опыт работы с Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB); Необходимо создавать обдуманные и аргументированные решения и реализовывать их с минимумом «багов»; Опыт работы в команде с использованием GIT (bitbucket); Знание фрейморков codeigniter, laravel и тд; Знание API VK, API facebook. Плюсы работы в нашей команде: Работа в международном постоянно развивающимся IT проекте; Интересные задачи для профессионального роста; Возможности повышать квалификацию; Проект находится на стадии скачкообразного роста, при качественном и ответственном подходе к работе, вы можете занять руководящие посты; Своевременная и достойная зарплата. "," Поддерживать существующий код и развивать новый Backend функционал проекта SkyLove Работа над системой управления сервиса (доработка и улучшение админ панели сервиса) Оптимизация, документирование и рефакторинг существующего кода Умение читать, понимать и анализировать чужой код Писать код, адаптированный к высоким нагрузкам, обеспечивать задачи масштабируемости Работа над другими проектами компании "," Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; (сб, вс, в случае необходимости срочного вмешательства); Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;",Блочная верстка|CSS|Администрирование серверов Linux|Верстка|HTML|Кроссбраузерная верстка|jQuery|Laravel|Codeigniter|SQL|CSS3|ООП|REST|Git|Linux|XML|JavaScript|MySQL|HTML5|PHP5|PHP|Bootstrap|MVC
241,241,android разработчик android developer (middle senior),Новосибирск,60000.0,150000.0,Сибирские Технологии,2019-10-08T16:01:53+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания Xdesign – разработчик мобильных приложений и создатель мобильной социальной сети и сервиса знакомств SkyLove (который входит в TOP 20 данной категории). Пул наших задач постоянно растет, поэтому мы развиваем и масштабируем команду мобильной разработки и приглашаем в команду Android разработчика. Внимание! Сотрудник требуется в офис (Красноярск), удаленные варианты пока не рассматриваем. Кандидатам из других городов, предлагаем обдумать переезд в Красноярск. Описание вакансии: Разработка нового функционала, поддержка и отладка имеющегося. Наш проект стремительно растёт — мы постоянно добавляем новый функцонал и оптимизируем старый; У нас свобода в выборе фреймворков, библиотек и технологий — обсуждаем и выбираем подходящие для работы инструменты; Управление релизами. Мы регулярно выгружаем и тестируем билды приложений внутри команды, собираем обратную связь. После релиза необходимо собирать и анализировать информацию о сбоях приложения и работать над их устранением. Что входит в задачи: Разработка мобильных приложений под Android; Проектирование архитектуры приложений и сервисов; Участие в code review, взаимодействие с дизайн директором и с командой бэкенда, улучшение и развитие UX приложения; Участие в совместных планированиях, ведение статуса своих задач в трекере вместе с остальной командой. Что мы ждем: Опыт работы на Java под Android от 2х лет; Опыт коммерческой разработки Android приложений; Опыт создания клиент-серверных приложений; Глубокое знание ОС Android и его различных версий, в частности; Знание основных технологий и протоколов передачи данных; Владение Android SDK; Опыт работы с Git, знание git flow; Знание паттернов проектирования; Умение анализировать и понимать чужой код; Умение создавать гибкие пользовательские интерфейсы и виджеты; Умение оценивать сроки выполнения задач; Знание английского языка. Что мы ждем: Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;",,,,Git|Java|Android|Android SDK|Java SE|Atlassian Jira|Работа в команде
884,884,руководитель проектов (1 с),Новосибирск,60000.0,150000.0,Первый Бит,2019-10-03T07:12:39+0300,От 3 до 6 лет,Полный день,Полная занятость,"Сегодня компания «ПЕРВЫЙ БИТ» - международная IT-компания, специализируется на предоставлении комплекса услуг по автоматизации предприятий любого масштаба различных видов деятельности. Успешно работаем со всеми компаниями из любой отрасли - от небольших фирм до огромных корпораций, имеющих филиальную структуру. ОБЯЗАННОСТИ: - Участие в продаже проекта; - Выбор стратегии выполнения проекта; - Выстраивание конструктивных отношений с заказчиком; - Ведение проектной документации по стандартам компании; - Участие в разработке, тестировании, сдаче проекта; - Контроль и координация проектной команды на всех этапах проекта; - Контроль выполнения процедур проекта, включая управление рисками, проблемами, коммуникациями, запросами на изменение, ресурсами и поставщиками, финансами и результатами проекта. ТРЕБОВАНИЯ: - Опыт работы от 2х лет в качестве ведущего специалиста или руководителя проектов по внедрению проектов на 1С: ERP, УПП, WMS, Управление торговлей, Зарплата и управление персоналом или Бухгалтерия предприятия; - Опыт работы на всех этапах внедрения проекта; - Опыт написания технической документации; - Знание одной или нескольких предметных областей (производственный учет, торгово-складской учет, расчет зарплаты и кадровый учет, бухгалтерский и налоговый учет); - Знание проектных технологий; - Сертификаты: наличие сертификатов 1С: Специалист по линейке 1С: Предприятие 8; 1C: ERP приветствуется. - Навыки программирования на 1С. МЫ ПРЕДЛАГАЕМ: - Уровень заработной платы будет зависеть от Вашей квалификации, ответственности, самостоятельности и готовности решать сложные, интересные и разноплановые задачи; - Возможность профессионального и карьерного роста; - Возможность работать с интересными, сложными задачами в сфере автоматизации бизнеса клиентов; - Возможность перенять опыт успешных коллег из других городов; - Льготное ДМС, &quot;белая&quot; заработная плата; - Оформление по ТК РФ.",,,,
472,472,программист 1с (левый берег),Новосибирск,60000.0,140000.0,"People group, центр подбора и развития персонала",2019-10-08T08:01:04+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: сопровождение ИС в 1С 8.3(конфигурация 1С УПП) создание, доработка и поддержка отчет и обработка, участков кода в соответствии с ТЗ своевременное обновление информационных баз поддержка обменов как между системами на базе 1С, так и между сторонними системами текущая поддержка и консультирование пользователей по общим вопроса работы 1С поддержка CRM Требования: опыт работы от 3-х лет готовность к высокоинтенсивной работе способность разобраться в чужом коде знание клиент-сервисной архитектуры 1С, управленческих форм, СКД Условия: интересные задачи ряд интересных проектов на длительный период сотрудничества"," опыт работы от 3-х лет готовность к высокоинтенсивной работе способность разобраться в чужом коде знание клиент-сервисной архитектуры 1С, управленческих форм, СКД "," сопровождение ИС в 1С 8.3(конфигурация 1С УПП) создание, доработка и поддержка отчет и обработка, участков кода в соответствии с ТЗ своевременное обновление информационных баз поддержка обменов как между системами на базе 1С, так и между сторонними системами текущая поддержка и консультирование пользователей по общим вопроса работы 1С поддержка CRM ", интересные задачи ряд интересных проектов на длительный период сотрудничества,1С: Управление Производственным Предприятием|Консультирование|CRM|1С: Розница|1С программирование
