,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1178,1178,java разработчик (senior regular),Самара,,,i-Sys,2019-10-07T15:41:59+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Проект по созданию Решения, предназначенного для унификации реализации прикладных решений на единой платформе. Платформа позволяет управлять приложением «как в облаке», предоставляя дополнительные сервисы для унификации и упрощения реализации прикладных решений. В основе платформы лежит микросервисная архитектура. Управление сервисами осуществляется по средствам Docker. Технологии, которые используются: java 8; Spring Framework; Spring Cloud​; ELK (Elasticsearch, Logstash, Kibana); PostgreSQL; Zipkin; Discovery; Hystrix​. Требования к кандидату: Опыт программирования на Java от 3х лет; Опыт программирования на Jаva 8; Опыт использования Spring Framework; Работа с PostgreSQL​; Опыт работы в команде от 2 х лет. Мы создаем все условия для эффективной работы и профессионального роста наших сотрудников! Нашему сотруднику мы предлагаем: Трудоустройство согласно ТК РФ; 5/2, гибкое начало дня; Комфортный офис open space в 7 минутах ходьбы от ст. м. Спортивная в Самаре; Удобные офисы в г. Тольятти и Оренбурге; Возможность удаленной работы; Современное оборудование рабочего места; Возможность пробовать себя как в смежных, так и в совсем не знакомых технологиях. Мы практически не ограничены никаким стеком технологий; Обучение за счет компании, внутренние семинары, сертификация; Курсы английского языка в офисе; Дружелюбная обстановка, отзывчивые коллеги, готовые помочь; Lounge зона с пуфиками, где можно поиграть в PlayStation с коллегами; Настольный футбол, настольный теннис, возможность заниматься йогой в самарском офисе; Кухня с холодильником, кулером и микроволновками, и, конечно, кофемашина; Заработная плата обсуждается индивидуально с каждым кандидатом, у нас нет вилок.",,,,Java|Spring Framework|PostgreSQL
