,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1048,1048,с++ developer (в г. рязань),Самара,80000.0,120000.0,АСКОН,2019-10-14T16:26:44+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Крупный центр разработки системы Компас-3D в г. Коломна Московской области , а также представительство центра в Рязани в связи с плановым расширением штата приглашает иногородних кандидатов на позицию программиста С++ . Компания оказывает помощь в переезде. Наши пожелания к кандидату: высшее техническое образование, С++, STL, твердые знания принципов ООП, знание классических структур данных и алгоритмов, опыт профилирования и оптимизации алгоритмов, опыт многопоточного программирования, опыт проработки архитектуры приложений и участие в разработке требований, опыт программирования под Windows, Приветствуется знание Boost, XML. Задачи - развитие функциональности базового продукта компании - системы трехмерного твердотельного моделирования Компас-3D. Условия : Работа в центре разработки крупной российской IT-компании в г. Рязань или в г. Коломна М.О. Сложные, интересные задачи. Стартовый оклад зависит от квалификации кандидата и обсуждается в индивидуальном порядке. Комфортные условия работы. Доброжелательный коллектив, демократичное руководство.",,,,ООП|STL|C++
