,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
286,286,программист администратор систем коммутации (vоip),Краснодар,,,FinFort,2019-10-18T07:52:54+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компании ФИНФОРТ требуется специалист по интеграции call центра (VoIP - создание правил маршрутизации и алгоритмов обработки звонков, сбор статистики call центра, формирование аналитических отчетов) с навыками программирования на PHP (интеграция с КЦ). Из-за необходимости высокой скорости отклика в процессе, работа возможна только в офисе. Основные задачи и цели: - Интеграция web-приложений и call-центра компании ; - Инсталляция, сопровождение и развитие VoIP-инфраструктуры компании (Asterisk, FreeSWITCH). Требования: - Bash ​​​​​ Python, NodeJS - Опыт двусторонней интеграции web-приложений с VoIP; - HTML5, CSS3, JavaScript - базовые знания; - Знание REST и SOAP; - Знание Git; - Чтение и рефакторинг чужого кода. Будет плюсом: - Понимание MVC, EventBus, Observer; Mongo, Rabbit, Redis - Знание CI/СD, pipelines - Выполненные проекты в открытом доступе на github или bitbucket, если такие есть просьба присылать вместе с откликом. Условия работы: - Молодой и дружный коллектив единомышленников; - Оформление по ТК Рф; - Полная занятость, 5/2.",,,,
